Client,Bush,Well,Work,Timestamp,ДавЛевНас,ДавПравНас,ДавВыход,РасходЛевНас,РасходПравНас,РасходВыход,ТемпРецирк,ДавРецирк,ОбъемВыход,РасходВоды,Плотность
Буратино,12,34,Тести,16.12.2024, 12:16:42,0.00,107.56,402.57,186.95,0.00,500.00,0.00,500.00,500.00,0.00,78.56
Буратино,12,34,Тести,16.12.2024, 12:16:42,0.00,107.56,402.57,186.95,0.00,500.00,0.00,500.00,500.00,0.00,78.56
Буратино,12,34,Тести,16.12.2024, 12:16:42,0.00,0.00,500.00,0.00,0.00,52.21,3.16,500.00,261.01,0.00,56.31
Буратино,12,34,Тести,16.12.2024, 12:16:42,0.00,0.00,500.00,0.00,0.00,52.21,3.16,500.00,261.01,0.00,56.31
Буратино,12,34,Тести,16.12.2024, 12:16:42,0.00,0.00,500.00,0.00,0.00,52.21,3.16,500.00,261.01,0.00,56.31
Буратино,12,34,Тести,16.12.2024, 12:16:42,0.00,0.00,500.00,0.00,0.00,63.80,491.80,286.46,388.59,345.71,66.75
Буратино,12,34,Тести,16.12.2024, 12:16:42,0.00,0.00,500.00,0.00,0.00,63.80,491.80,286.46,388.59,345.71,66.75
Буратино,12,34,Тести,16.12.2024, 12:16:42,72.54,0.00,500.00,9.33,0.00,64.93,500.00,0.00,460.89,328.07,500.00
Буратино,12,34,Тести,16.12.2024, 12:16:42,72.54,0.00,500.00,9.33,0.00,64.93,500.00,0.00,460.89,328.07,500.00
Буратино,12,34,Тести,16.12.2024, 12:16:42,500.00,500.00,485.43,290.30,0.00,198.88,500.00,150.65,500.00,500.00,0.00
Буратино,12,34,Тести,16.12.2024, 12:16:42,500.00,116.72,500.00,324.88,258.02,500.00,375.93,278.36,459.22,86.57,0.00
Буратино,12,34,Тести,16.12.2024, 12:16:43,500.00,116.72,500.00,324.88,258.02,500.00,375.93,278.36,459.22,86.57,0.00
Буратино,12,34,Тести,16.12.2024, 12:16:43,500.00,116.72,500.00,324.88,258.02,500.00,375.93,278.36,459.22,86.57,0.00
Буратино,12,34,Тести,16.12.2024, 12:16:43,500.00,457.98,473.67,500.00,500.00,404.57,316.25,500.00,500.00,221.33,9.87
Буратино,12,34,Тести,16.12.2024, 12:16:43,500.00,457.98,473.67,500.00,500.00,404.57,316.25,500.00,500.00,221.33,9.87
Буратино,12,34,Тести,16.12.2024, 12:16:43,500.00,270.32,272.71,59.53,395.90,235.26,0.00,500.00,500.00,473.47,0.00
Буратино,12,34,Тести,16.12.2024, 12:16:43,500.00,270.32,272.71,59.53,395.90,235.26,0.00,500.00,500.00,473.47,0.00
Буратино,12,34,Тести,16.12.2024, 12:16:43,500.00,300.11,500.00,372.51,72.64,500.00,408.70,130.12,500.00,261.59,0.00
Буратино,12,34,Тести,16.12.2024, 12:16:43,500.00,300.11,500.00,372.51,72.64,500.00,408.70,130.12,500.00,261.59,0.00
Буратино,12,34,Тести,16.12.2024, 12:16:43,500.00,300.11,500.00,372.51,72.64,500.00,408.70,130.12,500.00,261.59,0.00
Геолог,12,44,тести,16.12.2024, 12:19:09,500.00,495.83,55.07,500.00,0.00,500.00,0.00,50.03,0.00,0.00,333.00
Геолог,12,44,тести,16.12.2024, 12:19:09,500.00,200.76,93.15,500.00,422.24,500.00,0.00,0.00,0.00,0.00,500.00
Геолог,12,44,тести,16.12.2024, 12:19:09,500.00,200.76,93.15,500.00,422.24,500.00,0.00,0.00,0.00,0.00,500.00
Геолог,12,44,тести,16.12.2024, 12:19:09,477.57,291.08,0.00,500.00,370.04,40.22,0.00,178.19,0.00,0.00,500.00
Геолог,12,44,тести,16.12.2024, 12:19:09,477.57,291.08,0.00,500.00,370.04,40.22,0.00,178.19,0.00,0.00,500.00
Геолог,12,44,тести,16.12.2024, 12:19:09,477.57,291.08,0.00,500.00,370.04,40.22,0.00,178.19,0.00,0.00,500.00
Геолог,12,44,тести,16.12.2024, 12:19:09,500.00,0.00,1.27,500.00,79.73,260.29,0.00,0.00,122.69,0.00,364.22
Геолог,12,44,тести,16.12.2024, 12:19:09,500.00,0.00,1.27,500.00,79.73,260.29,0.00,0.00,122.69,0.00,364.22
Геолог,12,44,тести,16.12.2024, 12:19:09,500.00,0.00,1.27,500.00,79.73,260.29,0.00,0.00,122.69,0.00,364.22
Геолог,12,44,тести,16.12.2024, 12:19:09,297.47,0.00,253.98,500.00,500.00,0.00,270.98,235.38,0.00,0.00,430.76
Геолог,12,44,тести,16.12.2024, 12:19:09,297.47,0.00,253.98,500.00,500.00,0.00,270.98,235.38,0.00,0.00,430.76
Геолог,12,44,тести,16.12.2024, 12:19:09,0.00,416.84,0.00,500.00,298.13,98.25,226.24,500.00,329.92,167.47,405.81
Геолог,12,44,тести,16.12.2024, 12:19:10,0.00,416.84,0.00,500.00,298.13,98.25,226.24,500.00,329.92,167.47,405.81
Геолог,12,44,тести,16.12.2024, 12:19:10,0.00,416.84,0.00,500.00,298.13,98.25,226.24,500.00,329.92,167.47,405.81
Геолог,12,44,тести,16.12.2024, 12:19:10,0.00,1.60,489.91,500.00,259.35,14.22,6.35,79.37,25.09,233.67,500.00
Геолог,12,44,тести,16.12.2024, 12:19:10,0.00,1.60,489.91,500.00,259.35,14.22,6.35,79.37,25.09,233.67,500.00
Геолог,12,44,тести,16.12.2024, 12:19:10,0.00,1.60,489.91,500.00,259.35,14.22,6.35,79.37,25.09,233.67,500.00
Геолог,12,44,тести,16.12.2024, 12:19:10,0.00,0.00,500.00,500.00,500.00,0.00,0.00,0.00,500.00,500.00,423.34
Геолог,12,44,тести,16.12.2024, 12:19:10,0.00,0.00,500.00,500.00,500.00,0.00,0.00,0.00,500.00,500.00,423.34
Геолог,12,44,тести,16.12.2024, 12:19:10,291.06,192.72,341.26,500.00,72.48,406.60,0.00,456.76,143.19,500.00,500.00
Геолог,12,44,тести,16.12.2024, 12:19:10,291.06,192.72,341.26,500.00,72.48,406.60,0.00,456.76,143.19,500.00,500.00
Геолог,12,44,тести,16.12.2024, 12:19:10,291.06,192.72,341.26,500.00,72.48,406.60,0.00,456.76,143.19,500.00,500.00
Геолог,12,44,тести,16.12.2024, 12:19:10,12.59,0.00,500.00,0.00,0.00,29.56,500.00,0.00,0.00,123.98,484.18
Геолог,12,44,тести,16.12.2024, 12:19:11,12.59,0.00,500.00,0.00,0.00,29.56,500.00,0.00,0.00,123.98,484.18
Геолог,12,44,тести,16.12.2024, 12:19:11,435.54,6.29,500.00,0.00,370.68,454.22,500.00,427.49,0.00,500.00,172.83
Геолог,12,44,тести,16.12.2024, 12:19:11,435.54,6.29,500.00,0.00,370.68,454.22,500.00,427.49,0.00,500.00,172.83
Геолог,12,44,тести,16.12.2024, 12:19:11,435.54,6.29,500.00,0.00,370.68,454.22,500.00,427.49,0.00,500.00,172.83
Геолог,12,44,тести,16.12.2024, 12:19:11,70.68,0.00,280.75,0.00,325.06,224.81,72.52,500.00,0.00,500.00,220.71
Геолог,12,44,тести,16.12.2024, 12:19:11,70.68,0.00,280.75,0.00,325.06,224.81,72.52,500.00,0.00,500.00,220.71
Геолог,12,44,тести,16.12.2024, 12:19:11,70.68,0.00,280.75,0.00,325.06,224.81,72.52,500.00,0.00,500.00,220.71
Геолог,12,44,тести,16.12.2024, 12:19:11,442.83,255.85,500.00,294.51,500.00,393.06,494.11,118.32,251.75,146.38,0.00
Геолог,12,44,тести,16.12.2024, 12:19:11,442.83,255.85,500.00,294.51,500.00,393.06,494.11,118.32,251.75,146.38,0.00
Геолог,12,44,тести,16.12.2024, 12:19:11,380.72,171.29,462.45,0.00,53.83,500.00,363.13,0.00,149.22,0.00,96.41
Геолог,12,44,тести,16.12.2024, 12:19:11,313.27,380.12,124.76,258.77,500.00,500.00,136.99,500.00,440.86,500.00,500.00
Геолог,12,44,тести,16.12.2024, 12:19:12,313.27,380.12,124.76,258.77,500.00,500.00,136.99,500.00,440.86,500.00,500.00
Геолог,12,44,тести,16.12.2024, 12:19:12,0.00,430.69,95.86,500.00,17.11,119.93,0.00,57.15,149.02,500.00,425.84
Геолог,12,44,тести,16.12.2024, 12:19:12,0.00,430.69,95.86,500.00,17.11,119.93,0.00,57.15,149.02,500.00,425.84
Геолог,12,44,тести,16.12.2024, 12:19:12,0.00,194.75,0.00,500.00,0.00,0.00,476.38,279.12,404.59,473.93,500.00
Геолог,12,44,тести,16.12.2024, 12:19:12,0.00,194.75,0.00,500.00,0.00,0.00,476.38,279.12,404.59,473.93,500.00
Геолог,12,44,тести,16.12.2024, 12:19:12,0.00,194.75,0.00,500.00,0.00,0.00,476.38,279.12,404.59,473.93,500.00
Геолог,12,44,тести,16.12.2024, 12:19:12,0.00,0.00,479.15,369.23,0.00,277.69,431.18,500.00,349.12,500.00,500.00
Геолог,12,44,тести,16.12.2024, 12:19:12,0.00,0.00,479.15,369.23,0.00,277.69,431.18,500.00,349.12,500.00,500.00
Геолог,12,44,тести,16.12.2024, 12:19:12,0.00,50.09,500.00,476.11,304.56,0.00,500.00,487.45,500.00,489.96,500.00
Геолог,12,44,тести,16.12.2024, 12:19:12,0.00,50.09,500.00,476.11,304.56,0.00,500.00,487.45,500.00,489.96,500.00
Геолог,12,44,тести,16.12.2024, 12:19:12,202.48,14.25,140.79,14.43,472.89,290.93,12.98,500.00,0.00,273.30,500.00
Геолог,12,44,тести,16.12.2024, 12:19:13,28.98,0.00,0.00,406.30,500.00,11.38,233.86,136.94,225.82,296.37,500.00
Геолог,12,44,тести,16.12.2024, 12:19:13,28.98,0.00,0.00,406.30,500.00,11.38,233.86,136.94,225.82,296.37,500.00
Геолог,12,44,тести,16.12.2024, 12:19:13,28.98,0.00,0.00,406.30,500.00,11.38,233.86,136.94,224.32,500.00,500.00
Геолог,12,44,тести,16.12.2024, 12:19:13,352.71,0.00,0.00,500.00,500.00,217.82,500.00,0.00,224.32,500.00,500.00
Геолог,12,44,тести,16.12.2024, 12:19:13,352.71,0.00,0.00,500.00,500.00,217.82,500.00,0.00,224.32,500.00,500.00
Геолог,12,44,тести,16.12.2024, 12:19:13,324.79,173.37,202.01,500.00,224.51,178.67,90.13,0.00,332.13,500.00,500.00
Геолог,12,44,тести,16.12.2024, 12:19:13,324.79,173.37,202.01,500.00,224.51,178.67,90.13,0.00,332.13,500.00,500.00
Геолог,12,44,тести,16.12.2024, 12:19:13,75.28,0.00,37.63,500.00,500.00,500.00,142.79,102.75,0.00,500.00,500.00
Геолог,12,44,тести,16.12.2024, 12:19:13,75.28,0.00,37.63,500.00,500.00,500.00,142.79,102.75,0.00,500.00,500.00
Геолог,12,44,тести,16.12.2024, 12:19:13,0.00,355.93,500.00,500.00,500.00,370.90,82.09,0.00,225.41,500.00,500.00
Геолог,12,44,тести,16.12.2024, 12:19:13,0.00,0.00,444.61,500.00,0.00,338.05,500.00,500.00,14.14,500.00,53.95
Геолог,12,44,тести,16.12.2024, 12:19:14,0.00,473.24,211.83,267.63,76.68,500.00,500.00,500.00,166.87,112.56,332.31
Геолог,12,44,тести,16.12.2024, 12:19:14,0.00,473.24,211.83,267.63,76.68,500.00,500.00,500.00,166.87,112.56,332.31
Геолог,12,44,тести,16.12.2024, 12:19:14,0.00,500.00,500.00,68.79,163.31,500.00,354.83,500.00,500.00,0.00,0.00
Геолог,12,44,тести,16.12.2024, 12:19:14,0.00,500.00,500.00,68.79,163.31,500.00,354.83,500.00,500.00,0.00,0.00
Геолог,12,44,тести,16.12.2024, 12:19:14,224.39,500.00,500.00,0.00,0.00,89.23,500.00,111.86,500.00,0.00,182.08
Геолог,12,44,тести,16.12.2024, 12:19:14,224.39,500.00,500.00,0.00,0.00,89.23,500.00,111.86,500.00,0.00,182.08
Геолог,12,44,тести,16.12.2024, 12:19:14,208.44,500.00,52.27,433.56,0.00,187.17,500.00,169.90,500.00,0.00,0.00
Геолог,12,44,тести,16.12.2024, 12:19:14,105.65,207.46,0.00,102.59,155.39,427.00,306.93,500.00,399.40,0.00,477.76
Геолог,12,44,тести,16.12.2024, 12:19:14,105.65,207.46,0.00,102.59,155.39,427.00,306.93,500.00,399.40,0.00,477.76
Геолог,12,44,тести,16.12.2024, 12:19:14,192.99,365.85,339.19,0.00,243.82,223.69,128.28,384.46,500.00,0.00,500.00
Геолог,12,34,тести,16.12.2024, 12:21:35,122.12,500.00,0.00,500.00,458.07,316.68,0.00,0.00,15.72,136.67,500.00
Геолог,12,34,тести,16.12.2024, 12:21:35,0.00,233.54,273.46,108.38,500.00,475.25,0.00,121.89,130.76,0.00,31.02
Геолог,12,34,тести,16.12.2024, 12:21:35,0.00,233.54,273.46,108.38,500.00,475.25,0.00,121.89,130.76,0.00,31.02
Геолог,12,34,тести,16.12.2024, 12:21:36,0.00,233.54,273.46,108.38,124.83,500.00,0.00,420.96,323.60,0.00,0.00
Геолог,12,34,тести,16.12.2024, 12:21:36,0.00,500.00,0.00,240.65,124.83,500.00,0.00,420.96,323.60,0.00,0.00
Геолог,12,34,тести,16.12.2024, 12:21:36,0.00,500.00,0.00,240.65,124.83,500.00,0.00,420.96,323.60,0.00,0.00
Геолог,12,34,тести,16.12.2024, 12:21:36,468.71,352.75,45.98,349.76,0.00,9.57,386.36,223.53,373.41,72.34,0.00
Геолог,12,34,тести,16.12.2024, 12:21:36,468.71,352.75,45.98,349.76,0.00,9.57,386.36,223.53,373.41,72.34,0.00
