Client,Bush,Well,Work,Data,Time,ПлотРец,ОбъемВых,РасВыход,ДавВыход
,,,,,18:31:55,0.99,457,05.1,0011.9
,,,,,18:31:56,0.99,462,05.1,0011.7
,,,,,18:31:57,0.99,467,04.9,0011.4
,,,,,18:31:58,0.99,472,05.1,0011.5
,,,,,18:31:59,0.99,477,05.1,0011.2
,,,,,18:32:00,0.99,482,04.9,0011.1
,,,,,18:32:01,0.99,487,05.1,0010.9
,,,,,18:32:02,0.99,492,05.1,0010.7
,,,,,18:32:03,0.99,497,04.9,0010.5
,,,,,18:32:04,0.99,502,04.1,0009.2
,,,,,18:32:05,0.99,506,03.5,0008.6
,,,,,18:32:06,0.99,510,03.5,0008.3
,,,,,18:32:07,0.99,514,02.3,0006.7
,,,,,18:32:08,0.99,516,00.0,0005.1
,,,,,18:32:09,0.99,516,00.0,0004.6
,,,,,18:32:10,0.99,516,00.0,0003.8
,,,,,18:32:11,0.99,516,00.0,0003.3
,,,,,18:32:12,0.99,516,00.0,0002.9
,,,,,18:32:13,0.99,516,00.0,0002.5
,,,,,18:32:14,0.99,516,00.0,0002.2
,,,,,18:32:15,0.99,516,00.0,0001.9
,,,,,18:32:16,0.99,516,00.0,0001.7
,,,,,18:32:17,0.99,516,00.0,0001.4
,,,,,18:32:18,0.99,516,00.0,0001.2
,,,,,18:32:19,0.99,516,00.0,0001.0
,,,,,18:32:20,0.99,516,00.0,0000.8
,,,,,18:32:21,1.00,516,00.0,0000.6
,,,,,18:32:22,0.99,516,00.0,0000.5
,,,,,18:32:23,0.99,516,00.0,0000.3
,,,,,18:32:24,0.99,516,00.0,0000.2
,,,,,18:32:25,0.99,516,00.0,0000.1
,,,,,18:32:26,0.99,0,00.0,-0000.1
,,,,,18:32:27,0.99,0,00.0,-0000.2
,,,,,18:32:28,0.99,0,00.0,-0000.3
,,,,,18:32:29,0.99,0,00.0,-0000.4
,,,,,18:32:30,0.99,0,00.0,-0000.5
,,,,,18:32:31,0.99,0,00.0,-0000.6
,,,,,18:32:32,0.99,0,00.0,-0000.6
,,,,,18:32:33,0.99,0,00.0,-0000.6
,,,,,18:32:34,0.99,0,00.0,-0000.7
,,,,,18:32:35,0.99,0,00.0,-0000.7
,,,,,18:32:36,0.99,0,00.0,-0000.6
,,,,,18:32:37,0.99,0,00.0,-0000.6
,,,,,18:32:38,0.99,0,00.0,-0000.6
,,,,,18:32:39,0.99,0,00.0,-0000.6
,,,,,18:32:40,0.99,0,00.0,-0000.6
,,,,,18:32:41,0.99,0,00.0,-0000.5
,,,,,18:32:42,0.99,0,00.0,-0000.5
,,,,,18:32:43,0.99,0,00.0,-0000.5
,,,,,18:32:44,0.99,0,00.0,-0000.5
,,,,,18:32:45,0.99,0,00.0,-0000.5
,,,,,18:32:46,0.99,0,00.0,-0000.5
,,,,,18:32:47,0.99,0,00.0,-0000.5
,,,,,18:32:48,0.99,0,00.0,-0000.5
,,,,,18:32:49,0.99,0,00.0,-0000.5
,,,,,18:32:50,0.99,0,00.0,-0000.5
,,,,,18:32:51,0.99,0,00.0,-0000.5
,,,,,18:32:52,1.00,0,00.0,-0000.4
,,,,,18:32:53,1.00,0,00.0,-0000.2
,,,,,18:32:54,0.99,0,00.0,-0000.2
,,,,,18:32:55,0.99,0,00.0,-0000.4
,,,,,18:32:56,0.99,0,00.0,-0000.5
,,,,,18:32:57,0.99,0,00.0,-0000.5
,,,,,18:32:58,0.99,0,00.0,-0000.5
,,,,,18:32:59,0.99,0,00.0,-0000.5
,,,,,18:33:00,0.99,0,00.0,-0000.6
,,,,,18:33:01,0.99,0,00.0,-0000.6
,,,,,18:33:02,0.99,0,00.0,-0000.6
,,,,,18:33:03,0.99,0,00.0,-0000.6
,,,,,18:33:04,0.99,0,00.0,-0000.6
,,,,,18:33:05,0.99,0,00.0,-0000.6
,,,,,18:33:06,0.99,0,00.0,-0000.3
,,,,,18:33:07,0.99,0,00.0,-0000.1
,,,,,18:33:08,0.99,0,00.0,-0000.2
,,,,,18:33:09,0.99,0,00.0,-0000.5
,,,,,18:33:10,0.99,0,00.0,-0000.5
,,,,,18:33:11,1.00,0,00.0,-0000.5
,,,,,18:33:12,0.99,0,00.0,-0000.5
,,,,,18:33:13,0.99,0,00.0,-0000.5
,,,,,18:33:14,0.99,0,00.0,-0000.5
,,,,,18:33:15,0.99,0,00.0,-0000.5
,,,,,18:33:16,0.99,0,00.0,-0000.5
,,,,,18:33:17,0.99,0,00.0,-0000.5
,,,,,18:33:18,0.99,0,00.8,0033.4
,,,,,18:33:19,0.99,1,00.0,0108.0
,,,,,18:33:20,0.99,1,00.0,0107.3
,,,,,18:33:21,0.99,1,00.0,0105.8
,,,,,18:33:22,0.99,1,00.0,0104.8
,,,,,18:33:23,0.99,1,00.0,0104.2
,,,,,18:33:24,0.99,1,00.0,0103.5
,,,,,18:33:25,0.99,1,00.0,0103.0
,,,,,18:33:26,0.99,1,00.0,0102.6
,,,,,18:33:27,0.99,1,00.0,0102.3
,,,,,18:33:28,0.99,1,00.0,0102.2
,,,,,18:33:29,0.99,1,00.0,0102.0
,,,,,18:33:30,0.99,1,00.0,0101.8
,,,,,18:33:31,0.99,1,00.0,0101.6
,,,,,18:33:32,0.99,1,00.0,0101.4
,,,,,18:33:33,0.99,1,00.0,0101.3
,,,,,18:33:34,0.99,1,00.0,0101.1
,,,,,18:33:35,0.99,1,00.0,0101.1
,,,,,18:33:36,0.99,1,00.0,0101.5
,,,,,18:33:37,0.99,1,00.0,0101.5
,,,,,18:33:38,0.99,1,00.0,0101.4
,,,,,18:33:39,0.99,1,00.0,0101.3
,,,,,18:33:40,0.99,1,00.0,0101.2
,,,,,18:33:41,0.99,1,00.0,0101.1
,,,,,18:33:42,0.99,1,00.0,0101.0
,,,,,18:33:43,1.00,1,00.0,0100.9
,,,,,18:33:44,1.00,1,00.0,0100.8
,,,,,18:33:45,0.99,1,00.0,0100.6
,,,,,18:33:46,0.99,1,00.0,0100.5
,,,,,18:33:47,0.99,1,00.0,0100.3
,,,,,18:33:48,0.99,1,00.0,0100.0
,,,,,18:33:49,0.99,1,00.0,0099.6
,,,,,18:33:50,0.99,1,00.0,0099.2
,,,,,18:33:51,0.99,1,00.0,0099.1
,,,,,18:33:52,0.99,1,00.0,0099.0
,,,,,18:33:53,0.99,1,00.0,0098.9
,,,,,18:33:54,0.99,1,00.0,0098.8
,,,,,18:33:55,0.99,1,00.0,0098.8
,,,,,18:33:56,0.99,1,00.0,0098.6
,,,,,18:33:57,0.99,1,00.0,0098.6
,,,,,18:33:58,0.99,1,00.0,0098.5
,,,,,18:33:59,0.99,1,00.0,0098.4
,,,,,18:34:00,0.99,1,00.0,0098.4
,,,,,18:34:01,0.99,1,00.0,0098.3
,,,,,18:34:02,0.99,1,00.0,0098.2
,,,,,18:34:03,0.99,1,00.0,0099.6
,,,,,18:34:04,0.99,1,00.0,0100.1
,,,,,18:34:05,0.99,1,00.0,0100.0
,,,,,18:34:06,0.99,1,00.0,0100.0
,,,,,18:34:07,0.99,1,00.0,0099.9
,,,,,18:34:08,0.99,1,00.0,0099.8
,,,,,18:34:09,0.99,1,00.0,0104.8
,,,,,18:34:10,0.99,1,00.0,0177.7
,,,,,18:34:11,0.99,1,00.0,0207.7
,,,,,18:34:12,0.99,1,00.0,0207.9
,,,,,18:34:13,0.99,1,00.0,0207.4
,,,,,18:34:14,0.99,1,00.0,0206.9
,,,,,18:34:15,0.99,1,00.0,0206.5
,,,,,18:34:16,0.99,1,00.0,0206.2
,,,,,18:34:17,0.99,1,00.0,0206.0
,,,,,18:34:18,0.99,1,00.0,0205.6
,,,,,18:34:19,0.99,1,00.0,0205.5
,,,,,18:34:20,0.99,1,00.0,0205.2
,,,,,18:34:21,0.99,1,00.0,0205.0
,,,,,18:34:22,0.99,1,00.0,0204.8
,,,,,18:34:23,0.99,1,00.0,0204.6
,,,,,18:34:24,0.99,1,00.0,0204.3
,,,,,18:34:25,0.99,1,00.0,0204.2
,,,,,18:34:26,0.99,1,00.0,0204.0
,,,,,18:34:27,0.99,1,00.0,0203.9
,,,,,18:34:28,0.99,1,00.0,0203.7
,,,,,18:34:29,0.99,1,00.0,0203.5
,,,,,18:34:30,0.99,1,00.0,0203.4
,,,,,18:34:31,0.99,1,00.0,0203.3
,,,,,18:34:32,0.99,1,00.0,0203.1
,,,,,18:34:33,1.00,1,00.0,0203.0
,,,,,18:34:34,1.00,1,00.0,0202.8
,,,,,18:34:35,0.99,1,00.0,0202.7
,,,,,18:34:36,0.99,1,00.0,0202.6
,,,,,18:34:37,0.99,1,00.0,0202.5
,,,,,18:34:38,0.99,1,00.0,0202.3
,,,,,18:34:39,0.99,1,00.0,0202.1
,,,,,18:34:40,0.99,1,00.0,0202.0
,,,,,18:34:41,0.99,1,00.0,0201.8
,,,,,18:34:42,0.99,1,00.0,0201.7
,,,,,18:34:43,0.99,1,00.0,0201.6
,,,,,18:34:44,0.99,1,00.0,0201.5
,,,,,18:34:45,0.99,1,00.0,0201.4
,,,,,18:34:46,0.99,1,00.0,0201.3
,,,,,18:34:47,0.99,1,00.0,0201.2
,,,,,18:34:48,0.99,1,00.0,0201.1
,,,,,18:34:49,0.99,1,00.0,0201.0
,,,,,18:34:50,0.99,1,00.0,0200.8
,,,,,18:34:51,0.99,1,00.0,0200.8
,,,,,18:34:52,1.00,1,00.0,0200.6
,,,,,18:34:53,1.00,1,00.0,0200.5
,,,,,18:34:54,0.99,1,00.0,0200.4
,,,,,18:34:55,0.99,1,00.0,0200.3
,,,,,18:34:56,0.99,1,00.0,0200.1
,,,,,18:34:57,0.99,1,00.0,0200.0
,,,,,18:34:58,0.99,1,00.0,0200.0
,,,,,18:34:59,1.00,1,00.0,0199.8
,,,,,18:35:00,1.00,1,00.0,0199.7
,,,,,18:35:01,0.99,1,00.0,0199.6
,,,,,18:35:02,0.99,1,00.0,0199.5
,,,,,18:35:03,0.99,1,00.0,0199.4
,,,,,18:35:04,0.99,1,00.0,0199.3
,,,,,18:35:05,0.99,1,00.0,0199.2
,,,,,18:35:06,0.99,1,00.0,0199.1
,,,,,18:35:07,0.99,1,00.0,0199.0
,,,,,18:35:08,1.00,1,00.0,0198.9
,,,,,18:35:09,0.99,1,00.0,0198.8
,,,,,18:35:10,0.99,1,00.0,0198.7
,,,,,18:35:11,0.99,1,00.0,0198.6
,,,,,18:35:12,0.99,1,00.0,0198.6
,,,,,18:35:13,0.99,1,00.0,0198.4
,,,,,18:35:14,0.99,1,00.0,0198.3
,,,,,18:35:15,0.99,1,00.0,0198.3
,,,,,18:35:16,0.99,1,00.0,0198.2
,,,,,18:35:17,0.99,1,00.0,0198.1
,,,,,18:35:18,0.99,1,00.0,0197.9
,,,,,18:35:19,0.99,1,00.0,0197.8
,,,,,18:35:20,0.99,1,00.0,0197.7
,,,,,18:35:21,0.99,1,00.0,0197.6
,,,,,18:35:22,0.99,1,00.0,0197.6
,,,,,18:35:23,0.99,1,00.0,0197.5
,,,,,18:35:24,0.99,1,00.0,0197.4
,,,,,18:35:25,0.99,1,00.0,0197.4
,,,,,18:35:26,0.99,1,00.0,0197.3
,,,,,18:35:27,0.99,1,00.0,0197.2
,,,,,18:35:28,0.99,1,00.0,0197.1
,,,,,18:35:29,1.00,1,00.0,0197.0
,,,,,18:35:30,1.00,1,00.0,0196.9
,,,,,18:35:31,0.99,1,00.0,0196.8
,,,,,18:35:32,0.99,1,00.0,0196.8
,,,,,18:35:33,0.99,1,00.0,0196.7
,,,,,18:35:34,1.00,1,00.0,0196.6
,,,,,18:35:35,0.99,1,00.0,0196.5
,,,,,18:35:36,0.99,1,00.0,0196.5
,,,,,18:35:37,0.99,1,00.0,0196.4
,,,,,18:35:38,0.99,1,00.0,0196.3
,,,,,18:35:39,0.99,1,00.0,0196.2
,,,,,18:35:40,0.99,1,00.0,0196.1
,,,,,18:35:41,0.99,1,00.0,0196.1
,,,,,18:35:42,0.99,1,00.0,0196.0
,,,,,18:35:43,0.99,1,00.0,0195.9
,,,,,18:35:44,0.99,1,00.0,0195.8
,,,,,18:35:45,0.99,1,00.0,0195.7
,,,,,18:35:46,0.99,1,00.0,0195.7
,,,,,18:35:47,1.00,1,00.0,0195.6
,,,,,18:35:48,1.00,1,00.0,0195.6
,,,,,18:35:49,0.99,1,00.0,0195.5
,,,,,18:35:50,0.99,1,00.0,0195.4
,,,,,18:35:51,0.99,1,00.0,0195.3
,,,,,18:35:52,0.99,1,00.0,0195.3
,,,,,18:35:53,0.99,1,00.0,0195.1
,,,,,18:35:54,0.99,1,00.0,0195.1
,,,,,18:35:55,0.99,1,00.0,0195.0
,,,,,18:35:56,0.99,1,00.0,0194.9
,,,,,18:35:57,0.99,1,00.0,0194.8
,,,,,18:35:58,0.99,1,00.0,0194.8
,,,,,18:35:59,0.99,1,00.0,0194.7
,,,,,18:36:00,0.99,1,00.0,0194.6
,,,,,18:36:01,0.99,1,00.0,0194.5
,,,,,18:36:02,0.99,1,00.0,0194.5
,,,,,18:36:03,0.99,1,00.0,0194.4
,,,,,18:36:04,0.99,1,00.0,0194.3
,,,,,18:36:05,0.99,1,00.0,0194.3
,,,,,18:36:06,0.99,1,00.0,0194.2
,,,,,18:36:07,0.99,1,00.0,0194.1
,,,,,18:36:08,0.99,1,00.0,0194.1
,,,,,18:36:09,0.99,1,00.0,0194.0
,,,,,18:36:10,0.99,1,00.0,0194.0
,,,,,18:36:11,0.99,1,00.0,0193.9
,,,,,18:36:12,0.99,1,00.0,0193.8
,,,,,18:36:13,0.99,1,00.0,0193.8
,,,,,18:36:14,0.99,1,00.0,0193.7
,,,,,18:36:15,0.99,1,00.0,0193.6
,,,,,18:36:16,0.99,1,00.0,0193.5
,,,,,18:36:17,0.99,1,00.0,0193.5
,,,,,18:36:18,0.99,1,00.0,0193.4
,,,,,18:36:19,0.99,1,00.0,0193.2
,,,,,18:36:20,0.99,1,00.0,0188.8
,,,,,18:36:21,1.00,1,00.0,0051.8
,,,,,18:36:22,1.00,1,00.0,-0007.4
,,,,,18:36:23,0.99,1,00.0,-0007.6
,,,,,18:36:24,0.99,1,00.0,-0007.6
,,,,,18:36:25,0.99,1,00.0,-0007.6
,,,,,18:36:26,0.99,1,00.0,-0007.5
,,,,,18:36:27,0.99,1,00.0,-0007.5
,,,,,18:36:28,0.99,1,00.0,-0007.5
,,,,,18:36:29,0.99,1,00.0,-0007.5
,,,,,18:36:30,0.99,1,00.0,-0007.5
,,,,,18:36:31,0.99,1,00.0,-0007.5
,,,,,18:36:32,0.99,1,00.0,-0007.5
,,,,,18:36:33,0.99,1,00.0,-0007.5
,,,,,18:36:34,0.99,1,00.0,-0007.5
,,,,,18:36:35,0.99,1,00.0,-0007.5
,,,,,18:36:36,0.99,1,00.0,-0007.5
,,,,,18:36:37,0.99,1,00.0,-0007.5
,,,,,18:36:38,0.99,1,00.0,-0007.2
,,,,,18:36:39,0.99,1,00.0,-0005.5
,,,,,18:36:40,0.99,1,00.0,-0004.5
,,,,,18:36:41,0.99,1,00.0,-0003.5
,,,,,18:36:42,0.99,0,00.0,-0003.6
,,,,,18:36:43,0.99,0,00.0,-0003.6
,,,,,18:36:44,0.99,0,00.0,-0003.4
,,,,,18:36:45,1.00,0,00.0,-0003.3
,,,,,18:36:46,1.00,0,00.0,-0003.3
,,,,,18:36:47,1.00,0,00.0,-0003.3
,,,,,18:36:48,0.99,0,00.0,-0003.3
,,,,,18:36:49,0.99,0,00.0,-0003.3
,,,,,18:36:50,0.99,0,00.0,-0003.3
,,,,,18:36:51,0.99,0,00.0,-0003.3
,,,,,18:36:52,0.99,0,00.0,-0003.3
,,,,,18:36:53,0.99,0,00.0,-0003.2
,,,,,18:36:54,0.99,0,00.0,-0003.2
,,,,,18:36:55,0.99,0,00.0,-0003.2
,,,,,18:36:56,0.99,0,00.0,-0003.2
,,,,,18:36:57,0.99,0,00.0,-0003.2
,,,,,18:36:58,0.99,0,00.0,-0003.2
,,,,,18:36:59,0.99,0,00.0,-0003.2
,,,,,18:37:00,0.99,0,00.0,-0003.2
,,,,,18:37:01,0.99,0,00.0,-0003.2
,,,,,18:37:02,0.99,0,00.0,-0003.2
,,,,,18:37:03,0.99,0,00.0,-0003.2
,,,,,18:37:04,0.99,0,00.0,-0003.2
,,,,,18:37:05,1.00,0,00.0,-0003.2
,,,,,18:37:06,0.99,0,00.0,-0003.2
,,,,,18:37:07,0.99,0,00.0,-0003.2
,,,,,18:37:08,0.99,0,00.0,-0003.2
,,,,,18:37:09,0.99,0,00.0,-0003.2
,,,,,18:37:10,1.00,0,00.0,-0003.2
,,,,,18:37:11,0.99,0,00.0,-0003.2
,,,,,18:37:12,0.99,0,00.0,-0003.2
,,,,,18:37:13,0.99,0,00.0,-0003.2
,,,,,18:37:14,0.99,0,00.0,-0003.2
,,,,,18:37:15,0.99,0,00.0,-0003.2
,,,,,18:37:16,0.99,0,00.0,-0003.2
,,,,,18:37:17,0.99,0,00.0,-0003.2
,,,,,18:37:18,0.99,0,00.0,-0003.2
,,,,,18:37:19,0.99,0,00.0,-0003.2
,,,,,18:37:20,0.99,0,00.0,-0003.2
,,,,,18:37:21,0.99,0,00.0,-0003.2
,,,,,18:37:22,0.99,0,00.0,-0003.2
,,,,,18:37:23,1.00,0,00.0,-0003.2
,,,,,18:37:24,0.99,0,00.0,-0003.2
,,,,,18:37:25,0.99,0,00.3,-0002.7
,,,,,18:37:26,0.99,0,03.8,-0001.8
,,,,,18:37:27,0.99,4,03.8,-0001.1
,,,,,18:37:28,0.99,8,03.8,-0000.1
,,,,,18:37:29,0.99,12,03.8,0001.0
,,,,,18:37:30,0.99,16,03.8,0002.0
,,,,,18:37:31,0.99,19,03.7,0002.5
,,,,,18:37:32,0.99,23,03.7,0002.9
,,,,,18:37:33,0.99,27,03.5,0003.6
,,,,,18:37:34,0.99,30,03.7,0004.2
,,,,,18:37:35,0.99,34,03.7,0004.8
,,,,,18:37:36,0.99,38,03.5,0005.3
,,,,,18:37:37,0.99,41,03.5,0005.7
,,,,,18:37:38,0.99,45,03.7,0005.7
,,,,,18:37:39,0.99,48,03.5,0005.9
,,,,,18:37:40,0.99,52,03.7,0006.2
,,,,,18:37:41,0.99,55,03.5,0006.3
,,,,,18:37:42,0.99,59,03.7,0006.5
,,,,,18:37:43,0.99,63,03.5,0006.7
,,,,,18:37:44,1.00,66,03.7,0006.7
,,,,,18:37:45,0.99,70,03.5,0006.8
,,,,,18:37:46,0.99,73,03.5,0006.8
,,,,,18:37:47,0.99,77,03.7,0006.8
,,,,,18:37:48,0.99,81,03.5,0006.9
,,,,,18:37:49,0.99,84,03.7,0006.8
,,,,,18:37:50,0.99,88,03.5,0006.8
,,,,,18:37:51,0.99,91,03.7,0006.9
,,,,,18:37:52,0.99,95,03.5,0007.0
,,,,,18:37:53,0.99,98,03.7,0007.1
,,,,,18:37:54,1.00,102,03.5,0007.2
,,,,,18:37:55,1.00,106,03.7,0007.3
,,,,,18:37:56,1.00,109,03.5,0007.4
,,,,,18:37:57,0.99,113,03.5,0007.5
,,,,,18:37:58,0.99,116,03.7,0007.4
,,,,,18:37:59,0.99,120,03.5,0007.5
,,,,,18:38:00,0.99,124,03.7,0007.6
,,,,,18:38:01,0.99,127,03.5,0007.7
,,,,,18:38:02,0.99,131,03.5,0007.8
,,,,,18:38:03,0.99,134,03.5,0007.8
,,,,,18:38:04,0.99,138,03.7,0007.9
,,,,,18:38:05,0.99,141,03.5,0007.9
,,,,,18:38:06,0.99,145,03.5,0007.9
,,,,,18:38:07,0.99,148,03.7,0007.9
,,,,,18:38:08,0.99,152,03.5,0008.0
,,,,,18:38:09,0.99,156,03.5,0008.0
,,,,,18:38:10,0.99,159,03.5,0008.0
,,,,,18:38:11,0.99,163,03.7,0008.1
,,,,,18:38:12,0.99,166,03.5,0008.0
,,,,,18:38:13,0.99,170,03.5,0007.9
,,,,,18:38:14,0.99,173,03.7,0007.8
,,,,,18:38:15,0.99,177,03.5,0007.7
,,,,,18:38:16,0.99,181,03.5,0007.8
,,,,,18:38:17,0.99,184,03.7,0007.6
,,,,,18:38:18,0.99,188,03.5,0007.5
,,,,,18:38:19,0.99,191,03.5,0007.6
,,,,,18:38:20,0.99,195,03.7,0007.5
,,,,,18:38:21,0.99,199,03.5,0007.5
,,,,,18:38:22,0.99,202,03.7,0007.3
,,,,,18:38:23,0.99,206,03.5,0007.4
,,,,,18:38:24,0.99,209,03.7,0007.3
,,,,,18:38:25,0.99,213,03.7,0007.3
,,,,,18:38:26,0.99,217,03.8,0007.2
,,,,,18:38:27,0.99,220,03.9,0007.3
,,,,,18:38:28,0.99,224,04.1,0007.3
,,,,,18:38:29,1.00,228,04.2,0007.3
,,,,,18:38:30,1.00,233,04.2,0007.4
,,,,,18:38:31,0.99,237,04.2,0007.4
,,,,,18:38:32,0.99,241,04.4,0007.6
,,,,,18:38:33,0.99,245,04.2,0007.4
,,,,,18:38:34,0.99,250,04.4,0007.4
,,,,,18:38:35,0.99,254,04.4,0007.4
,,,,,18:38:36,0.99,258,04.5,0007.5
,,,,,18:38:37,0.99,263,04.5,0007.5
,,,,,18:38:38,0.99,267,04.5,0007.3
,,,,,18:38:39,0.99,272,04.7,0007.4
,,,,,18:38:40,0.99,277,04.7,0007.6
,,,,,18:38:41,0.99,281,04.8,0007.6
,,,,,18:38:42,0.99,286,04.8,0007.4
,,,,,18:38:43,0.99,291,04.8,0007.6
,,,,,18:38:44,0.99,296,04.8,0007.6
,,,,,18:38:45,0.99,300,04.8,0007.2
,,,,,18:38:46,0.99,305,04.9,0007.7
,,,,,18:38:47,0.99,310,04.9,0007.2
