Client,Bush,Well,Work,Date,Time,ДавПравНас,ДавВыход,РасходПравНас,ТемпРецирк,ПлотРецирк,РасходВоды
,,,,,14:20:27,0.00,500.00,500.00,105.93,352.26,500.00
,,,,,14:20:28,0.00,121.84,500.00,486.20,394.73,500.00
,,,,,14:20:29,0.00,121.84,500.00,486.20,394.73,500.00
,,,,,14:20:30,174.66,82.80,500.00,500.00,0.00,500.00
,,,,,14:20:31,174.66,82.80,500.00,500.00,0.00,500.00
,,,,,14:20:32,0.00,0.00,500.00,500.00,0.00,67.54
,,,,,14:20:33,0.00,0.00,500.00,500.00,0.00,67.54
,,,,,14:20:34,329.01,0.86,500.00,133.78,157.08,36.41
,,,,,14:20:35,329.01,0.86,500.00,133.78,157.08,36.41
,,,,,14:20:36,0.00,0.00,0.00,464.71,0.00,500.00
,,,,,14:20:37,0.00,0.00,0.00,464.71,0.00,500.00
,,,,,14:20:38,0.00,0.00,183.81,500.00,0.00,500.00
,,,,,14:20:39,0.00,0.00,183.81,500.00,0.00,500.00
,,,,,14:20:40,0.00,0.00,0.00,50.65,0.00,500.00
,,,,,14:20:41,0.00,0.00,0.00,50.65,0.00,500.00
,,,,,14:20:42,373.17,38.23,8.76,0.00,28.39,0.00
,,,,,14:20:43,500.00,334.02,0.00,255.64,149.91,481.85
,,,,,14:20:44,500.00,334.02,0.00,255.64,149.91,481.85
,,,,,14:20:45,131.79,0.00,0.00,500.00,0.00,266.69
,,,,,14:20:46,131.79,0.00,0.00,500.00,0.00,266.69
,,,,,14:20:47,500.00,0.00,135.11,500.00,0.00,500.00
,,,,,14:20:48,500.00,480.16,391.44,437.04,60.73,0.00
,,,,,14:20:49,500.00,500.00,500.00,500.00,391.67,0.00
,,,,,14:20:50,500.00,500.00,500.00,500.00,391.67,0.00
,,,,,14:20:51,500.00,455.68,500.00,500.00,307.10,85.47
,,,,,14:20:52,500.00,455.68,500.00,500.00,307.10,85.47
,,,,,14:20:53,500.00,183.00,500.00,147.18,0.00,22.55
,,,,,14:20:54,492.10,0.00,500.00,70.67,0.00,500.00
,,,,,14:20:55,322.36,0.00,500.00,500.00,146.49,282.94
,,,,,14:20:56,322.36,0.00,500.00,500.00,146.49,282.94
,,,,,14:20:57,500.00,0.00,500.00,119.60,127.43,405.64
,,,,,14:20:58,156.17,0.00,500.00,500.00,446.72,457.17
,,,,,14:20:59,156.17,0.00,500.00,500.00,446.72,457.17
,,,,,14:21:00,257.67,135.14,257.23,500.00,215.04,299.87
,,,,,14:21:01,0.00,46.15,500.00,65.44,9.40,261.57
,,,,,14:21:02,0.00,0.00,319.06,0.00,0.00,191.95
,,,,,14:21:03,0.00,0.00,319.06,0.00,0.00,191.95
,,,,,14:21:04,479.47,24.05,36.95,409.91,0.00,0.00
,,,,,14:21:05,479.47,24.05,36.95,409.91,0.00,0.00
,,,,,14:21:06,357.54,455.99,322.70,500.00,447.90,500.00
,,,,,14:21:07,357.54,455.99,322.70,500.00,447.90,500.00
,,,,,14:21:08,500.00,500.00,402.44,141.98,178.17,52.31
,,,,,14:21:09,500.00,477.80,357.19,0.00,0.00,0.00
,,,,,14:21:10,500.00,477.80,357.19,0.00,0.00,0.00
,,,,,14:21:11,329.56,500.00,191.74,394.64,419.96,0.00
,,,,,14:21:12,0.00,0.00,481.16,0.00,233.00,244.32
,,,,,14:21:13,0.00,0.00,481.16,0.00,233.00,244.32
,,,,,14:21:14,359.13,0.00,110.12,0.00,262.89,500.00
,,,,,14:21:15,262.26,469.34,405.29,282.10,373.74,286.46
,,,,,14:21:16,262.26,469.34,405.29,282.10,373.74,286.46
,,,,,14:21:17,284.53,91.41,500.00,112.39,500.00,478.94
,,,,,14:21:18,500.00,482.58,231.77,0.00,496.50,0.00
,,,,,14:21:19,500.00,482.58,231.77,0.00,496.50,0.00
,,,,,14:21:20,180.21,500.00,134.92,418.70,169.82,0.00
,,,,,14:21:21,333.22,175.18,474.45,0.00,33.43,307.11
,,,,,14:21:22,333.22,175.18,500.00,202.58,500.00,500.00
,,,,,14:21:23,40.60,0.00,500.00,245.05,500.00,500.00
,,,,,14:21:24,472.42,47.54,77.67,0.00,500.00,500.00
,,,,,14:21:25,293.92,28.81,116.81,344.13,191.23,500.00
,,,,,14:21:26,106.76,0.00,0.00,500.00,0.00,500.00
,,,,,14:21:27,106.76,0.00,0.00,500.00,0.00,500.00
,,,,,14:21:28,96.60,0.00,101.44,368.26,0.00,500.00
,,,,,14:21:29,182.97,290.44,211.74,500.00,42.89,500.00
,,,,,14:21:30,73.40,421.72,40.87,277.49,195.98,409.81
,,,,,14:21:31,446.51,16.00,166.26,417.90,0.00,70.02
,,,,,14:21:32,500.00,500.00,424.27,500.00,185.11,450.61
,,,,,14:21:33,500.00,500.00,424.27,500.00,185.11,450.61
,,,,,14:21:34,500.00,500.00,500.00,89.91,344.92,500.00
,,,,,14:21:35,282.69,500.00,500.00,197.58,441.71,500.00
,,,,,14:21:36,0.00,97.03,500.00,0.00,82.54,152.30
,,,,,14:21:37,0.00,307.41,500.00,0.00,0.00,405.81
,,,,,14:21:38,0.00,307.41,373.81,245.84,0.00,264.95
,,,,,14:21:39,375.54,111.83,373.81,245.84,0.00,264.95
,,,,,14:21:40,500.00,0.00,0.00,238.24,401.81,473.05
,,,,,14:21:41,193.76,366.23,405.80,500.00,500.00,500.00
,,,,,14:21:42,293.85,360.05,494.00,11.95,500.00,500.00
,,,,,14:21:43,500.00,129.70,500.00,0.00,500.00,167.61
,,,,,14:21:44,500.00,0.00,124.18,14.78,86.59,500.00
,,,,,14:21:45,82.66,334.43,241.76,436.80,231.64,291.25
,,,,,14:21:46,194.81,425.33,396.75,500.00,147.45,500.00
,,,,,14:21:47,152.32,500.00,484.17,217.40,0.00,7.04
,,,,,14:21:48,0.00,0.00,414.70,0.00,500.00,0.26
,,,,,14:21:49,0.00,0.00,64.55,0.00,11.81,131.64
,,,,,14:21:50,483.96,160.03,0.00,342.54,239.95,140.50
,,,,,14:21:51,500.00,500.00,52.54,340.08,0.00,0.00
,,,,,14:21:52,500.00,112.96,0.00,242.77,244.50,411.63
,,,,,14:21:53,385.13,0.00,0.00,438.35,0.00,500.00
,,,,,14:21:54,0.00,171.08,239.04,0.00,132.65,0.00
,,,,,14:21:55,0.00,452.21,500.00,270.35,381.12,0.00
,,,,,14:21:56,191.40,500.00,289.50,87.57,500.00,0.00
,,,,,14:21:57,0.00,500.00,158.89,121.16,187.71,0.00
,,,,,14:21:58,0.00,500.00,500.00,500.00,345.67,0.00
,,,,,14:21:59,168.35,242.13,278.89,418.72,500.00,385.50
,,,,,14:22:00,500.00,222.16,264.70,313.32,500.00,500.00
,,,,,14:22:01,500.00,500.00,301.02,500.00,38.96,142.41
,,,,,14:22:02,500.00,500.00,301.02,500.00,38.96,142.41
,,,,,14:22:03,500.00,500.00,500.00,132.28,139.95,374.09
,,,,,14:22:04,500.00,369.07,500.00,390.13,0.00,500.00
,,,,,14:22:05,500.00,500.00,149.52,0.00,329.89,500.00
,,,,,14:22:06,0.00,373.14,204.72,270.90,500.00,500.00
,,,,,14:22:07,0.00,500.00,0.00,500.00,500.00,500.00
,,,,,14:22:08,0.00,500.00,0.00,500.00,500.00,500.00
,,,,,14:22:09,0.00,199.64,402.49,226.17,500.00,500.00
,,,,,14:22:10,284.47,388.89,0.00,0.00,105.87,500.00
,,,,,14:22:11,121.63,500.00,0.00,0.00,500.00,500.00
,,,,,14:22:12,500.00,495.85,450.35,91.95,0.00,154.19
,,,,,14:22:13,288.97,334.56,86.74,0.00,87.87,316.44
,,,,,14:22:14,307.74,500.00,299.18,241.31,0.00,16.03
,,,,,14:22:15,500.00,385.55,500.00,36.44,346.76,318.62
,,,,,14:22:16,500.00,0.00,500.00,0.00,74.94,0.00
,,,,,14:22:17,199.33,0.00,500.00,60.48,446.42,8.00
,,,,,14:22:18,500.00,0.00,285.01,144.78,0.00,500.00
,,,,,14:22:19,382.80,386.51,500.00,319.31,0.00,375.87
,,,,,14:22:20,424.96,21.94,7.26,167.32,229.31,500.00
,,,,,14:22:21,500.00,464.18,491.37,16.29,0.00,500.00
,,,,,14:22:22,333.84,500.00,500.00,165.29,121.09,500.00
,,,,,14:22:23,333.84,500.00,500.00,165.29,121.09,500.00
,,,,,14:22:24,253.64,500.00,0.00,0.00,55.75,289.20
,,,,,14:22:25,378.76,500.00,0.00,17.91,253.77,198.12
,,,,,14:22:26,460.33,500.00,0.00,128.32,500.00,0.00
,,,,,14:22:27,179.69,500.00,152.42,44.98,331.94,0.00
,,,,,14:22:28,138.34,500.00,335.42,260.93,260.37,415.01
,,,,,14:22:29,0.00,213.23,169.84,500.00,217.92,500.00
,,,,,14:22:30,0.00,260.78,17.31,500.00,248.34,0.00
,,,,,14:22:31,0.00,500.00,0.00,196.94,0.00,0.00
,,,,,14:22:32,0.00,194.27,0.00,330.45,27.94,0.00
,,,,,14:22:33,372.34,8.10,0.00,102.41,450.34,0.00
,,,,,14:22:34,449.79,185.22,269.77,210.67,329.96,0.00
,,,,,14:22:35,19.20,0.00,500.00,0.00,394.80,0.00
,,,,,14:22:36,62.37,500.00,0.00,130.24,500.00,0.00
,,,,,14:22:37,326.39,329.37,0.00,500.00,500.00,0.00
,,,,,14:22:38,389.63,0.00,0.00,342.12,403.00,493.15
,,,,,14:22:39,500.00,191.56,0.00,500.00,19.98,500.00
,,,,,14:22:40,276.36,500.00,136.62,288.56,265.45,137.71
,,,,,14:22:41,79.93,500.00,446.07,500.00,0.00,61.31
,,,,,14:22:42,392.01,500.00,315.71,500.00,500.00,120.15
,,,,,14:22:43,500.00,37.29,500.00,478.13,500.00,0.00
,,,,,14:22:44,500.00,494.19,500.00,500.00,90.51,0.00
,,,,,14:22:45,500.00,37.07,500.00,500.00,168.01,0.00
,,,,,14:22:46,500.00,273.92,500.00,500.00,236.55,0.00
,,,,,14:22:47,500.00,86.97,155.11,236.88,354.30,422.00
,,,,,14:22:48,500.00,0.00,0.00,0.00,442.44,216.49
,,,,,14:22:49,500.00,0.00,0.00,0.00,500.00,147.03
,,,,,14:22:50,200.90,0.00,236.64,0.00,35.41,0.00
,,,,,14:22:51,417.94,189.61,305.34,314.38,254.83,0.00
,,,,,14:22:52,99.68,94.09,319.67,497.07,122.65,371.68
,,,,,14:22:53,0.00,335.04,500.00,93.54,0.00,500.00
,,,,,14:22:54,278.89,500.00,9.34,227.02,0.00,91.97
,,,,,14:22:55,278.89,500.00,9.34,227.02,0.00,91.97
,,,,,14:22:56,500.00,500.00,0.00,208.87,271.40,308.26
,,,,,14:22:57,222.00,500.00,0.00,500.00,500.00,0.00
,,,,,14:22:58,500.00,226.22,402.14,500.00,56.24,342.48
,,,,,14:22:59,500.00,0.00,347.09,223.74,425.40,313.03
,,,,,14:23:00,500.00,212.49,500.00,0.00,282.70,0.00
,,,,,14:23:01,500.00,205.13,500.00,0.00,156.99,0.00
,,,,,14:23:02,500.00,31.00,500.00,0.00,467.57,0.00
,,,,,14:23:03,247.72,0.00,280.37,95.99,500.00,0.00
,,,,,14:23:04,60.13,0.00,0.00,0.00,239.67,164.70
,,,,,14:23:05,0.00,134.47,0.00,191.55,0.00,228.51
,,,,,14:23:06,46.12,500.00,463.95,234.89,500.00,0.00
,,,,,14:23:07,307.96,500.00,19.57,408.04,286.92,21.42
,,,,,14:23:08,500.00,403.22,145.63,500.00,149.62,292.41
,,,,,14:23:09,500.00,0.00,0.00,500.00,181.75,500.00
,,,,,14:23:10,500.00,362.90,0.00,9.60,196.26,333.77
,,,,,14:23:11,190.37,0.00,0.00,413.53,50.20,500.00
,,,,,14:23:12,500.00,273.58,0.00,500.00,500.00,0.00
,,,,,14:23:13,177.01,500.00,0.00,175.50,207.46,0.00
,,,,,14:23:14,484.40,473.20,0.00,347.14,428.47,168.35
,,,,,14:23:15,150.49,500.00,0.00,271.31,430.46,500.00
,,,,,14:23:16,0.00,285.14,29.67,221.35,500.00,0.00
,,,,,14:23:17,494.09,0.00,238.94,500.00,63.74,390.94
,,,,,14:23:18,0.00,436.50,0.00,104.26,271.16,0.00
,,,,,14:23:19,89.33,500.00,306.24,0.00,0.00,0.00
,,,,,14:23:20,114.16,500.00,410.53,57.02,0.00,0.00
,,,,,14:23:21,0.00,453.15,500.00,0.00,490.49,0.00
,,,,,14:23:22,9.98,500.00,500.00,285.30,500.00,0.00
,,,,,14:23:23,121.56,48.13,5.46,0.00,0.00,0.00
,,,,,14:23:24,500.00,337.35,393.40,0.00,0.00,258.48
,,,,,14:23:25,500.00,0.00,500.00,199.22,46.53,227.92
,,,,,14:23:26,500.00,0.00,52.31,0.00,113.10,117.95
,,,,,14:23:27,95.62,0.00,0.00,395.49,0.00,486.09
,,,,,14:23:28,0.00,0.00,106.50,444.27,0.00,500.00
,,,,,14:23:29,401.54,0.00,0.00,0.00,0.00,500.00
,,,,,14:23:30,87.31,0.00,0.00,500.00,182.32,223.58
,,,,,14:23:31,137.04,0.00,470.96,44.13,405.08,150.76
,,,,,14:23:32,333.94,414.63,500.00,0.00,370.34,81.18
,,,,,14:23:33,500.00,500.00,411.37,77.66,500.00,281.82
,,,,,14:23:34,337.72,500.00,500.00,0.00,500.00,488.92
,,,,,14:23:35,500.00,119.34,500.00,0.00,500.00,500.00
,,,,,14:23:36,483.30,257.66,0.00,90.69,107.22,392.02
,,,,,14:23:37,131.20,391.45,0.00,292.72,30.40,500.00
,,,,,14:23:38,132.22,380.64,0.00,0.00,298.08,353.57
,,,,,14:23:39,500.00,253.17,0.00,0.00,500.00,136.28
,,,,,14:23:40,186.69,0.00,0.00,0.00,500.00,0.00
,,,,,14:23:41,0.00,476.93,0.00,0.00,500.00,394.04
,,,,,14:23:42,91.95,231.33,500.00,9.61,364.10,106.46
,,,,,14:23:43,463.72,353.65,500.00,466.78,229.68,207.19
,,,,,14:23:44,10.07,0.00,236.09,500.00,401.99,500.00
,,,,,14:23:45,294.31,148.08,75.97,500.00,0.00,20.53
,,,,,14:23:46,154.26,141.40,344.23,204.53,114.43,136.80
,,,,,14:23:47,141.69,500.00,500.00,0.97,0.00,497.27
,,,,,14:23:48,500.00,500.00,9.66,490.73,202.02,188.07
,,,,,14:23:49,500.00,500.00,0.00,453.93,0.00,500.00
,,,,,14:23:50,500.00,500.00,236.12,500.00,195.76,41.13
,,,,,14:23:51,74.90,500.00,0.00,500.00,279.34,257.54
,,,,,14:23:52,178.08,500.00,339.24,500.00,0.00,500.00
,,,,,14:23:53,500.00,332.14,500.00,439.63,0.00,481.77
,,,,,14:23:54,0.00,106.50,500.00,0.00,500.00,0.00
,,,,,14:23:55,0.00,315.67,500.00,0.00,410.16,0.00
,,,,,14:23:56,0.00,68.21,21.56,0.00,423.13,0.00
,,,,,14:23:57,44.44,0.00,0.00,0.00,217.96,446.78
,,,,,14:23:58,500.00,284.03,147.81,0.00,228.73,500.00
,,,,,14:23:59,500.00,41.96,500.00,397.16,197.46,500.00
,,,,,14:24:00,500.00,0.00,500.00,500.00,166.44,500.00
,,,,,14:24:01,393.18,0.00,235.37,500.00,6.17,500.00
,,,,,14:24:02,500.00,0.00,230.57,315.22,0.00,500.00
,,,,,14:24:03,500.00,0.00,0.00,0.00,0.00,167.50
,,,,,14:24:04,482.49,50.26,74.32,0.00,0.00,500.00
,,,,,14:24:05,185.67,0.00,144.66,0.00,474.11,500.00
,,,,,14:24:06,0.00,0.00,146.05,500.00,491.10,456.53
,,,,,14:24:07,190.93,0.00,473.57,0.00,500.00,268.27
,,,,,14:24:08,0.00,0.00,500.00,0.00,173.20,254.03
,,,,,14:24:09,0.00,387.29,35.65,155.49,442.58,197.45
,,,,,14:24:10,156.61,345.39,44.47,416.48,249.27,500.00
,,,,,14:24:11,393.04,114.58,0.00,500.00,500.00,43.16
,,,,,14:24:12,458.02,500.00,500.00,500.00,500.00,377.41
,,,,,14:24:13,13.69,500.00,500.00,500.00,138.48,500.00
,,,,,14:24:14,0.00,500.00,379.80,500.00,0.00,500.00
,,,,,14:24:15,0.00,500.00,500.00,500.00,0.00,500.00
,,,,,14:24:16,367.34,194.33,52.24,500.00,108.27,108.63
,,,,,14:24:17,467.17,163.26,331.45,500.00,500.00,0.00
,,,,,14:24:18,388.92,55.37,500.00,500.00,0.00,500.00
,,,,,14:24:19,500.00,0.00,500.00,500.00,0.00,500.00
,,,,,14:24:20,257.84,0.00,500.00,500.00,0.00,500.00
,,,,,14:24:21,0.00,198.24,500.00,400.42,0.00,202.47
,,,,,14:24:22,0.00,130.13,500.00,0.00,445.20,166.00
,,,,,14:24:23,254.77,258.83,385.15,173.34,0.86,0.00
,,,,,14:24:24,500.00,0.00,0.00,208.66,0.00,0.00
,,,,,14:24:25,500.00,418.17,0.00,0.00,0.00,409.95
,,,,,14:24:26,500.00,500.00,0.00,0.00,0.00,500.00
,,,,,14:24:27,500.00,81.91,126.47,0.00,0.00,500.00
,,,,,14:24:28,500.00,65.75,0.00,218.59,393.45,118.58
,,,,,14:24:29,0.00,417.81,138.71,462.04,101.26,0.00
,,,,,14:24:30,141.64,466.08,0.00,500.00,324.54,500.00
,,,,,14:24:31,208.06,16.13,148.12,34.13,500.00,251.80
,,,,,14:24:32,500.00,93.60,447.05,0.00,500.00,26.67
,,,,,14:24:33,500.00,149.72,473.28,0.00,253.16,0.00
,,,,,14:24:34,500.00,0.00,500.00,500.00,500.00,0.00
,,,,,14:24:35,477.45,454.64,211.42,500.00,421.84,0.00
,,,,,14:24:36,74.25,500.00,340.33,500.00,500.00,67.67
,,,,,14:24:37,0.00,500.00,500.00,219.97,500.00,500.00
,,,,,14:24:38,474.04,193.10,500.00,500.00,70.41,500.00
,,,,,14:24:39,287.77,203.74,120.50,384.97,465.69,271.70
,,,,,14:24:40,467.51,163.95,134.26,148.56,500.00,500.00
