Client,Bush,Well,Work,Date,Time,ДавПравНас,ДавВыход,РасходПравНас,ТемпРецирк,ПлотРецирк,РасходВоды
,,,,,12:49:06,255.12,0.00,500.00,500.00,299.54,500.00
,,,,,12:49:07,430.22,458.92,500.00,0.00,489.39,252.88
,,,,,12:49:08,430.22,500.00,43.22,229.15,68.63,410.43
,,,,,12:49:09,430.22,500.00,43.22,229.15,68.63,410.43
,,,,,12:49:10,200.45,500.00,43.22,229.15,68.63,410.43
,,,,,12:49:11,200.45,500.00,87.36,0.00,89.89,218.31
,,,,,12:49:12,200.45,500.00,87.36,0.00,89.89,218.31
,,,,,12:49:13,131.63,387.32,0.00,208.97,21.04,0.00
,,,,,12:49:14,131.63,500.00,364.48,0.00,330.50,466.73
,,,,,12:49:15,131.63,500.00,364.48,0.00,330.50,466.73
,,,,,12:49:16,0.00,500.00,364.48,0.00,330.50,466.73
,,,,,12:49:17,0.00,331.60,500.00,0.00,189.04,317.10
,,,,,12:49:18,0.00,331.60,500.00,0.00,189.04,317.10
,,,,,12:49:19,500.00,500.00,500.00,217.18,55.91,0.00
,,,,,12:49:20,500.00,140.12,500.00,500.00,500.00,0.00
,,,,,12:49:21,500.00,140.12,500.00,500.00,500.00,0.00
,,,,,12:49:22,500.00,368.26,388.01,500.00,500.00,0.00
,,,,,12:49:23,500.00,368.26,388.01,500.00,500.00,0.00
,,,,,12:49:24,450.37,368.26,388.01,500.00,500.00,0.00
,,,,,12:49:25,0.00,0.00,179.87,119.10,500.00,315.81
,,,,,12:49:26,0.00,497.96,125.13,419.07,413.65,500.00
,,,,,12:49:27,0.00,497.96,125.13,419.07,413.65,500.00
,,,,,12:49:28,0.00,462.34,294.89,500.00,500.00,500.00
,,,,,12:49:29,0.00,462.34,294.89,500.00,500.00,500.00
,,,,,12:49:30,448.89,462.34,294.89,500.00,500.00,500.00
,,,,,12:49:31,439.21,393.37,500.00,0.00,500.00,500.00
,,,,,12:49:32,439.21,414.74,500.00,0.00,194.60,476.47
,,,,,12:49:33,500.00,414.74,500.00,0.00,194.60,476.47
,,,,,12:49:34,500.00,500.00,500.00,0.00,0.00,411.77
,,,,,12:49:35,500.00,500.00,500.00,0.00,0.00,411.77
,,,,,12:49:36,175.77,500.00,500.00,0.00,0.00,411.77
,,,,,12:49:37,500.00,291.61,500.00,469.43,119.79,0.00
,,,,,12:49:38,500.00,291.61,500.00,469.43,119.79,0.00
,,,,,12:49:39,500.00,0.00,500.00,500.00,221.55,0.00
,,,,,12:49:40,500.00,0.00,500.00,500.00,221.55,0.00
,,,,,12:49:41,500.00,0.00,500.00,500.00,221.55,0.00
,,,,,12:49:42,500.00,89.63,400.95,391.24,192.45,444.44
,,,,,12:49:43,0.00,309.49,0.00,0.00,500.00,0.00
,,,,,12:49:44,90.82,309.49,0.00,0.00,500.00,0.00
,,,,,12:49:45,90.82,273.71,0.00,0.00,185.37,0.00
,,,,,12:49:46,0.00,273.71,0.00,0.00,185.37,0.00
,,,,,12:49:47,0.00,0.00,0.00,0.00,432.03,159.14
,,,,,12:49:48,0.00,0.00,0.00,0.00,432.03,159.14
,,,,,12:49:49,190.12,208.02,0.00,0.00,326.55,500.00
,,,,,12:49:50,428.93,0.00,331.73,4.59,500.00,500.00
,,,,,12:49:51,428.93,0.00,331.73,4.59,500.00,500.00
,,,,,12:49:52,500.00,0.00,331.73,4.59,500.00,500.00
,,,,,12:49:53,500.00,0.00,117.30,0.00,500.00,459.95
,,,,,12:49:54,500.00,0.00,117.30,0.00,500.00,459.95
,,,,,12:49:55,500.00,231.75,482.38,361.89,500.00,96.59
,,,,,12:49:56,285.85,174.05,36.05,500.00,500.00,0.00
,,,,,12:49:57,326.55,174.05,36.05,500.00,500.00,0.00
,,,,,12:49:58,326.55,25.58,279.04,338.24,27.71,0.00
,,,,,12:49:59,326.55,25.58,279.04,338.24,27.71,0.00
,,,,,12:50:00,500.00,25.58,279.04,338.24,27.71,0.00
,,,,,12:50:01,274.50,169.98,500.00,28.63,478.54,176.31
,,,,,12:50:02,274.50,0.00,301.09,463.70,500.00,376.87
,,,,,12:50:03,221.51,0.00,301.09,463.70,500.00,376.87
,,,,,12:50:04,221.51,190.85,500.00,500.00,500.00,500.00
,,,,,12:50:05,0.00,190.85,500.00,500.00,500.00,500.00
,,,,,12:50:06,0.00,500.00,373.08,121.46,500.00,418.54
,,,,,12:50:07,500.00,229.02,416.98,0.00,0.00,500.00
,,,,,12:50:08,500.00,500.00,490.90,0.00,226.33,500.00
,,,,,12:50:09,251.23,500.00,490.90,0.00,226.33,500.00
,,,,,12:50:10,251.23,32.87,308.86,198.48,229.72,500.00
,,,,,12:50:11,293.02,32.87,308.86,198.48,229.72,500.00
,,,,,12:50:12,293.02,0.00,500.00,459.53,0.00,258.41
,,,,,12:50:13,52.24,184.95,500.00,137.12,129.33,500.00
,,,,,12:50:14,52.24,0.00,500.00,474.71,0.00,261.80
,,,,,12:50:15,301.91,0.00,500.00,474.71,0.00,261.80
,,,,,12:50:16,301.91,0.00,500.00,343.71,324.72,0.00
,,,,,12:50:17,0.00,0.00,500.00,343.71,324.72,0.00
,,,,,12:50:18,0.00,291.29,166.80,0.00,0.00,64.71
,,,,,12:50:19,256.18,353.91,500.00,102.68,500.00,0.00
,,,,,12:50:20,196.65,353.91,500.00,102.68,500.00,0.00
,,,,,12:50:21,196.65,132.91,500.00,0.00,500.00,459.35
,,,,,12:50:22,250.55,132.91,500.00,0.00,500.00,459.35
,,,,,12:50:23,250.55,500.00,500.00,345.51,163.14,500.00
,,,,,12:50:24,464.03,500.00,500.00,345.51,163.14,500.00
,,,,,12:50:25,170.49,221.39,500.00,500.00,355.57,500.00
,,,,,12:50:26,83.31,221.39,500.00,500.00,355.57,500.00
,,,,,12:50:27,83.31,344.79,500.00,500.00,143.10,500.00
,,,,,12:50:28,103.68,344.79,500.00,500.00,143.10,500.00
,,,,,12:50:29,103.68,195.23,408.99,185.96,413.30,500.00
,,,,,12:50:30,294.54,195.23,408.99,185.96,413.30,500.00
,,,,,12:50:31,372.03,0.00,0.00,0.00,349.54,143.47
,,,,,12:50:32,476.21,0.00,477.38,0.00,497.68,74.45
,,,,,12:50:33,500.00,0.00,477.38,0.00,497.68,74.45
,,,,,12:50:34,500.00,0.00,500.00,100.62,311.09,0.00
,,,,,12:50:35,500.00,0.00,500.00,100.62,311.09,0.00
,,,,,12:50:36,500.00,0.00,87.09,500.00,443.16,214.03
,,,,,12:50:37,371.00,500.00,258.79,0.00,500.00,500.00
,,,,,12:50:38,0.00,283.30,500.00,0.00,467.71,500.00
,,,,,12:50:39,0.00,283.30,500.00,0.00,467.71,500.00
,,,,,12:50:40,0.00,500.00,500.00,140.99,435.20,32.58
,,,,,12:50:41,231.23,500.00,500.00,140.99,0.00,426.30
,,,,,12:50:42,500.00,500.00,500.00,0.00,0.00,426.30
,,,,,12:50:43,57.61,0.00,500.00,500.00,348.10,450.08
,,,,,12:50:44,0.00,0.00,182.37,85.27,250.74,500.00
,,,,,12:50:45,198.92,0.00,182.37,85.27,250.74,500.00
,,,,,12:50:46,198.92,497.32,0.00,143.48,500.00,500.00
,,,,,12:50:47,366.15,500.00,10.40,145.18,500.00,179.67
,,,,,12:50:48,129.21,500.00,10.40,145.18,500.00,179.67
,,,,,12:50:49,299.88,436.03,461.24,500.00,190.18,0.00
,,,,,12:50:50,299.88,433.24,0.00,500.00,459.28,0.00
,,,,,12:50:51,0.00,202.50,0.00,410.71,500.00,478.93
,,,,,12:50:52,450.54,202.50,0.00,410.71,500.00,478.93
,,,,,12:50:53,450.54,384.86,0.00,0.00,500.00,243.28
,,,,,12:50:54,38.43,384.86,0.00,0.00,500.00,243.28
,,,,,12:50:55,408.09,500.00,500.00,166.21,45.58,263.10
,,,,,12:50:56,408.09,71.76,155.38,500.00,2.62,4.68
,,,,,12:50:57,500.00,71.76,155.38,500.00,2.62,4.68
,,,,,12:50:58,500.00,313.24,497.63,119.39,0.00,387.19
,,,,,12:50:59,500.00,86.32,500.00,266.37,0.00,500.00
,,,,,12:51:00,500.00,86.32,500.00,266.37,0.00,500.00
,,,,,12:51:01,500.00,203.93,500.00,0.00,0.00,420.91
,,,,,12:51:02,241.38,0.00,500.00,0.00,0.00,423.81
,,,,,12:51:03,241.38,106.87,76.45,0.00,426.48,500.00
,,,,,12:51:04,500.00,106.87,76.45,0.00,426.48,500.00
,,,,,12:51:05,500.00,500.00,63.60,469.46,500.00,500.00
,,,,,12:51:06,18.11,500.00,500.00,500.00,500.00,500.00
,,,,,12:51:07,387.82,390.28,0.00,0.00,500.00,63.21
,,,,,12:51:08,103.52,0.00,0.00,0.00,430.15,287.42
,,,,,12:51:09,103.52,0.00,64.99,394.38,500.00,458.54
,,,,,12:51:10,136.00,0.00,0.00,500.00,172.79,500.00
,,,,,12:51:11,45.31,0.00,0.00,500.00,172.79,500.00
,,,,,12:51:12,45.31,0.00,0.00,500.00,166.12,150.53
,,,,,12:51:13,384.13,500.00,0.00,500.00,169.95,500.00
,,,,,12:51:14,213.29,83.06,293.39,270.25,0.00,461.71
,,,,,12:51:15,213.29,500.00,98.88,342.53,0.00,500.00
,,,,,12:51:16,0.00,500.00,322.63,453.70,459.18,193.19
,,,,,12:51:17,0.00,500.00,322.63,453.70,459.18,193.19
,,,,,12:51:18,0.00,180.21,0.00,500.00,321.65,207.06
,,,,,12:51:19,278.78,500.00,41.49,500.00,160.43,500.00
,,,,,12:51:20,500.00,500.00,41.49,500.00,160.43,500.00
,,,,,12:51:21,500.00,500.00,500.00,156.93,288.75,500.00
,,,,,12:51:22,500.00,378.37,372.66,208.99,500.00,265.64
,,,,,12:51:23,500.00,378.37,2.19,0.00,175.44,430.97
,,,,,12:51:24,37.69,500.00,2.19,0.00,175.44,430.97
,,,,,12:51:25,0.00,500.00,500.00,0.00,68.95,0.00
,,,,,12:51:26,0.00,500.00,500.00,0.00,373.16,0.00
,,,,,12:51:27,0.00,500.00,500.00,316.93,373.16,0.00
,,,,,12:51:28,0.00,20.43,476.85,7.14,500.00,0.00
,,,,,12:51:29,435.57,364.36,500.00,119.63,500.00,441.91
,,,,,12:51:30,142.74,364.36,500.00,119.63,500.00,441.91
,,,,,12:51:31,0.00,500.00,500.00,500.00,173.96,500.00
,,,,,12:51:32,418.34,500.00,500.00,500.00,173.96,500.00
,,,,,12:51:33,500.00,405.19,500.00,101.65,314.39,185.67
,,,,,12:51:34,500.00,500.00,500.00,0.00,273.31,470.15
,,,,,12:51:35,399.07,500.00,353.58,252.07,385.30,370.37
,,,,,12:51:36,500.00,500.00,353.58,252.07,385.30,370.37
,,,,,12:51:37,48.32,500.00,0.00,500.00,247.47,167.86
,,,,,12:51:38,497.66,500.00,0.00,500.00,247.47,64.14
,,,,,12:51:39,195.99,79.41,0.00,500.00,500.00,64.14
,,,,,12:51:40,195.99,0.00,0.00,500.00,76.16,410.41
,,,,,12:51:41,491.65,161.76,296.39,500.00,102.12,0.00
,,,,,12:51:42,500.00,161.76,296.39,500.00,102.12,0.00
,,,,,12:51:43,0.00,305.31,133.23,358.72,217.83,500.00
,,,,,12:51:44,0.00,500.00,500.00,452.32,500.00,500.00
,,,,,12:51:45,0.00,500.00,500.00,452.32,500.00,500.00
,,,,,12:51:46,0.00,500.00,500.00,500.00,228.35,500.00
,,,,,12:51:47,35.04,24.67,281.76,500.00,500.00,342.12
,,,,,12:51:48,407.55,0.00,0.00,500.00,498.70,0.00
,,,,,12:51:49,225.67,393.80,500.00,312.26,0.00,0.00
,,,,,12:51:50,500.00,77.46,168.03,500.00,374.17,0.00
,,,,,12:51:51,500.00,77.46,168.03,500.00,374.17,0.00
,,,,,12:51:52,500.00,498.95,429.72,500.00,500.00,338.18
,,,,,12:51:53,500.00,387.27,210.39,500.00,125.31,451.42
,,,,,12:51:54,500.00,461.55,0.00,346.46,0.00,500.00
,,,,,12:51:55,500.00,363.53,0.00,377.92,224.69,385.26
,,,,,12:51:56,436.11,403.58,0.00,0.00,162.14,3.36
,,,,,12:51:57,500.00,70.27,283.91,0.00,0.00,0.00
,,,,,12:51:58,500.00,70.27,0.00,0.00,9.43,327.19
,,,,,12:51:59,287.08,333.35,0.00,0.00,9.43,327.19
,,,,,12:52:00,287.08,0.00,0.00,171.56,0.00,500.00
,,,,,12:52:01,77.82,188.34,500.00,366.04,500.00,175.98
,,,,,12:52:02,0.00,0.00,500.00,200.26,500.00,65.84
,,,,,12:52:03,117.75,0.00,500.00,354.34,500.00,32.66
,,,,,12:52:04,0.00,0.00,149.74,158.61,500.00,0.00
,,,,,12:52:05,0.00,0.00,149.74,158.61,500.00,0.00
,,,,,12:52:06,0.00,390.44,95.61,0.00,500.00,340.57
,,,,,12:52:07,0.00,500.00,500.00,366.00,328.61,46.27
,,,,,12:52:08,463.52,500.00,288.61,500.00,114.22,0.00
,,,,,12:52:09,500.00,500.00,500.00,307.52,0.00,0.00
,,,,,12:52:10,219.20,500.00,500.00,419.46,0.00,402.54
,,,,,12:52:11,255.52,500.00,500.00,419.46,0.00,402.54
,,,,,12:52:12,500.00,500.00,500.00,95.29,107.58,0.00
,,,,,12:52:13,214.95,105.24,500.00,0.00,31.63,214.97
,,,,,12:52:14,303.49,500.00,500.00,458.52,0.00,184.95
,,,,,12:52:15,303.49,310.72,500.00,500.00,0.00,108.02
,,,,,12:52:16,500.00,103.34,265.81,500.00,380.49,0.00
,,,,,12:52:17,500.00,0.00,407.04,500.00,0.00,0.00
,,,,,12:52:18,500.00,0.00,407.04,500.00,0.00,0.00
,,,,,12:52:19,500.00,0.00,500.00,500.00,257.64,38.18
,,,,,12:52:20,500.00,37.56,166.96,261.82,0.00,0.00
,,,,,12:52:21,500.00,460.84,500.00,122.29,0.00,293.63
,,,,,12:52:22,312.06,109.01,500.00,362.61,0.00,212.67
,,,,,12:52:23,124.21,500.00,236.07,500.00,195.13,199.38
,,,,,12:52:24,0.00,500.00,236.07,500.00,195.13,199.38
,,,,,12:52:25,500.00,0.00,0.00,370.55,465.95,294.10
,,,,,12:52:26,387.64,0.00,0.00,500.00,350.14,500.00
,,,,,12:52:27,387.64,0.00,0.00,13.03,451.42,500.00
,,,,,12:52:28,443.38,86.72,0.00,307.12,20.02,500.00
,,,,,12:52:29,104.68,0.00,0.00,500.00,34.25,500.00
,,,,,12:52:30,134.54,0.00,357.24,500.00,482.82,500.00
,,,,,12:52:31,500.00,208.86,332.95,0.00,35.59,442.17
,,,,,12:52:32,283.38,500.00,0.00,0.00,0.00,500.00
,,,,,12:52:33,500.00,373.71,0.00,0.00,26.77,294.77
,,,,,12:52:34,500.00,419.70,0.00,0.00,318.69,0.00
,,,,,12:52:35,268.57,500.00,0.00,4.57,0.00,447.81
,,,,,12:52:36,125.71,20.82,164.30,0.00,452.91,500.00
,,,,,,0.00,400.36,433.43,0.00,64.79,496.33
,,,,,,0.00,0.00,296.13,0.00,185.64,87.41
,,,,,,0.00,0.00,296.13,0.00,185.64,87.41
,,,,,,496.63,323.87,249.79,417.58,301.50,0.00
,,,,,,496.63,181.52,78.20,246.83,0.00,0.00
,,,,,,500.00,88.29,433.87,139.53,0.00,84.02
,,,,,,289.64,418.39,477.13,500.00,500.00,0.00
,,,,,,0.00,500.00,500.00,15.17,500.00,0.00
,,,,,,0.00,110.66,326.63,191.57,500.00,430.94
,,,,,,101.51,0.00,500.00,500.00,394.04,500.00
,,,,,,156.08,0.00,500.00,127.20,109.30,500.00
,,,,,,156.08,181.21,500.00,0.00,0.00,500.00
,,,,,,43.15,500.00,119.71,0.00,14.16,386.27
,,,,,,500.00,500.00,192.04,0.00,0.00,500.00
,,,,,,311.58,500.00,417.52,92.14,0.00,500.00
,,,,,,500.00,500.00,17.00,263.79,435.71,205.78
,,,,,,500.00,500.00,17.00,263.79,435.71,205.78
,,,,,,217.61,136.52,0.00,500.00,261.93,0.00
,,,,,,102.34,261.06,0.00,500.00,32.62,235.40
,,,,,,225.15,239.60,0.00,246.56,451.14,0.00
,,,,,,151.16,0.00,0.00,0.00,379.26,72.26
,,,,,,0.00,396.97,0.00,444.26,169.60,0.00
,,,,,,0.00,396.97,0.00,444.26,169.60,0.00
,,,,,,307.50,500.00,0.00,500.00,201.71,0.00
,,,,,,494.13,0.00,466.44,500.00,19.75,0.00
,,,,,,144.71,223.08,316.02,500.00,500.00,0.00
,,,,,,0.00,48.53,229.03,500.00,227.58,0.00
,,,,,,0.00,483.80,0.00,110.51,73.48,0.00
,,,,,,0.00,483.80,0.00,110.51,73.48,0.00
,,,,,,231.65,251.59,0.00,81.40,394.45,373.44
,,,,,,0.00,486.87,0.00,0.00,500.00,63.84
,,,,,,204.59,500.00,199.92,0.00,500.00,500.00
,,,,,,60.12,500.00,199.92,0.00,500.00,500.00
,,,,,,0.00,500.00,500.00,269.88,500.00,500.00
,,,,,,0.00,217.75,500.00,89.41,500.00,500.00
,,,,,,98.47,45.39,500.00,0.00,339.35,146.91
,,,,,,361.69,149.96,500.00,500.00,387.66,126.44
,,,,,,0.00,181.35,15.68,198.44,171.90,248.22
,,,,,,202.44,6.63,0.00,400.37,500.00,0.00
,,,,,,0.00,0.00,0.00,500.00,383.69,429.35
,,,,,,0.00,0.00,451.92,40.18,500.00,460.87
,,,,,,396.78,0.00,500.00,0.00,500.00,479.87
,,,,,,281.05,500.00,500.00,86.38,346.58,326.70
,,,,,,500.00,178.90,46.23,65.04,494.73,229.75
,,,,,,8.62,360.93,0.00,496.55,247.84,500.00
,,,,,,32.59,375.88,282.60,500.00,214.17,500.00
,,,,,,408.06,329.46,17.58,491.16,500.00,354.13
,,,,,,500.00,0.00,0.00,323.41,500.00,85.73
,,,,,,0.00,0.00,500.00,0.00,277.11,449.08
,,,,,,0.00,353.79,500.00,265.40,0.00,133.32
,,,,,,0.00,391.06,500.00,387.55,176.33,500.00
,,,,,,205.81,500.00,500.00,500.00,0.00,500.00
,,,,,,500.00,500.00,500.00,115.95,457.77,500.00
,,,,,,500.00,69.52,204.37,55.91,185.53,500.00
,,,,,,0.00,341.95,155.11,0.00,174.34,299.96
,,,,,,472.79,259.04,500.00,0.00,0.00,99.67
,,,,,,500.00,500.00,500.00,0.00,0.00,0.00
,,,,,,486.98,500.00,500.00,66.69,221.91,0.00
,,,,,,482.42,500.00,421.21,262.67,370.68,158.39
,,,,,,500.00,500.00,237.77,266.01,241.04,0.00
,,,,,,0.00,500.00,500.00,376.18,0.00,500.00
,,,,,,100.25,500.00,383.57,0.00,284.20,500.00
,,,,,,338.22,48.80,500.00,395.22,65.84,500.00
,,,,,,500.00,262.51,500.00,500.00,0.00,500.00
,,,,,,500.00,0.00,460.48,500.00,0.00,323.97
,,,,,,500.00,32.78,500.00,500.00,0.00,153.63
,,,,,,343.72,0.00,0.00,500.00,452.56,0.00
,,,,,,466.73,0.00,23.98,348.77,449.97,0.00
,,,,,,343.26,0.00,0.00,500.00,500.00,216.41
,,,,,,283.33,0.00,0.00,447.98,356.81,500.00
,,,,,,216.36,0.00,148.79,500.00,5.20,500.00
,,,,,,500.00,0.00,261.08,500.00,0.00,357.71
,,,,,,466.93,360.19,500.00,500.00,0.00,0.00
,,,,,,500.00,500.00,499.72,500.00,155.87,0.00
,,,,,,10.47,500.00,37.68,500.00,0.00,0.00
,,,,,,275.47,500.00,457.06,38.15,176.60,0.00
,,,,,,261.86,500.00,309.55,331.02,449.38,0.00
,,,,,,484.74,500.00,372.27,500.00,500.00,0.00
,,,,,,0.00,0.00,500.00,66.95,500.00,209.30
,,,,,,0.00,0.00,454.23,183.28,345.69,500.00
,,,,,,0.00,0.00,500.00,500.00,500.00,477.14
,,,,,,0.00,262.40,500.00,500.00,500.00,152.17
,,,,,,460.18,293.53,500.00,500.00,469.62,491.12
,,,,,,256.55,374.35,500.00,500.00,47.73,297.71
,,,,,,0.00,500.00,172.92,480.90,433.23,0.00
,,,,,,320.59,438.21,144.97,500.00,500.00,237.27
,,,,,,0.00,323.24,0.00,500.00,500.00,0.00
,,,,,,341.15,343.05,0.00,500.00,500.00,82.67
,,,,,,389.13,500.00,214.18,421.50,41.09,36.94
,,,,,,469.24,500.00,399.31,17.82,212.01,0.00
,,,,,,0.00,500.00,494.74,279.74,127.92,463.80
,,,,,,43.42,75.94,500.00,500.00,0.00,169.91
,,,,,,0.00,167.22,291.31,258.70,0.00,500.00
,,,,,,0.00,302.19,0.00,406.20,0.00,500.00
,,,,,,410.77,344.10,0.00,436.45,0.00,313.52
,,,,,,493.17,123.81,0.00,0.00,495.91,0.00
,,,,,,333.99,0.00,402.32,34.24,500.00,500.00
,,,,,,450.77,465.17,435.24,500.00,423.29,209.67
,,,,,,422.10,316.83,207.64,500.00,0.00,500.00
,,,,,,500.00,500.00,0.00,500.00,191.97,500.00
,,,,,,500.00,192.91,0.00,108.07,422.88,500.00
,,,,,,471.69,500.00,0.00,0.00,500.00,500.00
,,,,,,213.50,198.14,0.00,390.55,0.00,35.86
,,,,,,39.49,141.68,432.92,262.52,500.00,500.00
,,,,,,0.00,17.15,500.00,77.86,337.38,500.00
,,,,,,0.00,0.00,500.00,0.00,0.00,285.75
,,,,,,0.00,0.00,500.00,382.51,0.00,315.70
,,,,,,412.62,0.00,110.62,360.73,432.97,43.16
,,,,,,182.08,0.00,354.93,415.43,156.73,0.00
,,,,,,425.49,0.00,296.75,500.00,0.00,45.38
,,,,,,500.00,0.00,291.20,500.00,4.53,133.67
,,,,,,500.00,0.00,460.57,438.53,0.00,260.02
,,,,,,500.00,0.00,500.00,500.00,0.00,91.49
,,,,,,197.75,0.00,500.00,500.00,0.00,0.00
,,,,,,0.00,494.95,42.10,493.07,6.51,0.00
,,,,,,351.94,0.00,182.65,500.00,345.57,0.00
,,,,,,438.71,0.00,500.00,500.00,258.83,0.00
,,,,,,365.42,440.23,422.33,500.00,224.15,16.64
,,,,,,361.42,500.00,500.00,500.00,467.62,0.00
,,,,,,409.02,346.40,264.58,500.00,500.00,214.60
,,,,,,66.69,194.20,122.45,287.87,500.00,500.00
,,,,,,105.31,0.00,392.96,152.12,182.79,500.00
,,,,,,0.00,0.00,0.00,28.22,273.64,500.00
,,,,,,121.02,190.12,321.25,108.40,254.12,500.00
,,,,,,0.00,0.00,339.81,31.27,270.76,381.56
,,,,,,0.00,0.00,500.00,418.88,380.88,406.11
,,,,,,42.32,224.12,432.20,500.00,500.00,500.00
,,,,,,492.30,500.00,105.33,500.00,215.18,500.00
,,,,,,437.63,500.00,26.58,499.54,500.00,500.00
,,,,,,500.00,434.75,0.00,411.84,421.52,490.03
,,,,,,500.00,500.00,379.71,500.00,417.22,179.53
,,,,,,126.08,278.07,249.99,500.00,470.20,0.00
