Time,P_pipe,Q_pipe,VolumePipe,Dens_recirc,Q_LR_
NaN:NaN:NaN,8.6,0,0,0.99,3.5
NaN:NaN:NaN,8.3,0,0,0.99,3.5
NaN:NaN:NaN,6.7,0,0,0.99,2.3
NaN:NaN:NaN,5.1,0,0,0.99,0
NaN:NaN:NaN,4.6,0,0,0.99,0
NaN:NaN:NaN,3.8,0,0,0.99,0
NaN:NaN:NaN,3.3,0,0,0.99,0
NaN:NaN:NaN,2.9,0,0,0.99,0
NaN:NaN:NaN,2.5,0,0,0.99,0
NaN:NaN:NaN,2.2,0,0,0.99,0
NaN:NaN:NaN,1.9,0,0,0.99,0
NaN:NaN:NaN,1.7,0,0,0.99,0
NaN:NaN:NaN,1.4,0,0,0.99,0
NaN:NaN:NaN,1.2,0,0,0.99,0
NaN:NaN:NaN,1,0,0,0.99,0
NaN:NaN:NaN,0.8,0,0,0.99,0
NaN:NaN:NaN,0.6,0,0,1,0
NaN:NaN:NaN,0.5,0,0,0.99,0
NaN:NaN:NaN,0.3,0,0,0.99,0
NaN:NaN:NaN,0.2,0,0,0.99,0
NaN:NaN:NaN,0.1,0,0,0.99,0
NaN:NaN:NaN,-0.1,0,0,0.99,0
NaN:NaN:NaN,-0.2,0,0,0.99,0
NaN:NaN:NaN,-0.3,0,0,0.99,0
NaN:NaN:NaN,-0.4,0,0,0.99,0
NaN:NaN:NaN,-0.5,0,0,0.99,0
NaN:NaN:NaN,-0.6,0,0,0.99,0
NaN:NaN:NaN,-0.6,0,0,0.99,0
NaN:NaN:NaN,-0.6,0,0,0.99,0
NaN:NaN:NaN,-0.7,0,0,0.99,0
NaN:NaN:NaN,-0.7,0,0,0.99,0
NaN:NaN:NaN,-0.6,0,0,0.99,0
NaN:NaN:NaN,-0.6,0,0,0.99,0
NaN:NaN:NaN,-0.6,0,0,0.99,0
NaN:NaN:NaN,-0.6,0,0,0.99,0
NaN:NaN:NaN,-0.6,0,0,0.99,0
NaN:NaN:NaN,-0.5,0,0,0.99,0
NaN:NaN:NaN,-0.5,0,0,0.99,0
NaN:NaN:NaN,-0.5,0,0,0.99,0
NaN:NaN:NaN,-0.5,0,0,0.99,0
NaN:NaN:NaN,-0.5,0,0,0.99,0
NaN:NaN:NaN,-0.5,0,0,0.99,0
NaN:NaN:NaN,-0.5,0,0,0.99,0
NaN:NaN:NaN,-0.5,0,0,0.99,0
NaN:NaN:NaN,-0.5,0,0,0.99,0
NaN:NaN:NaN,-0.5,0,0,0.99,0
NaN:NaN:NaN,-0.5,0,0,0.99,0
NaN:NaN:NaN,-0.4,0,0,1,0
NaN:NaN:NaN,-0.2,0,0,1,0
NaN:NaN:NaN,-0.2,0,0,0.99,0
NaN:NaN:NaN,-0.4,0,0,0.99,0
NaN:NaN:NaN,-0.5,0,0,0.99,0
NaN:NaN:NaN,-0.5,0,0,0.99,0
NaN:NaN:NaN,-0.5,0,0,0.99,0
NaN:NaN:NaN,-0.5,0,0,0.99,0
NaN:NaN:NaN,-0.6,0,0,0.99,0
NaN:NaN:NaN,-0.6,0,0,0.99,0
NaN:NaN:NaN,-0.6,0,0,0.99,0
NaN:NaN:NaN,-0.6,0,0,0.99,0
NaN:NaN:NaN,-0.6,0,0,0.99,0
NaN:NaN:NaN,-0.6,0,0,0.99,0
NaN:NaN:NaN,-0.3,0,0,0.99,0
NaN:NaN:NaN,-0.1,0,0,0.99,0
NaN:NaN:NaN,-0.2,0,0,0.99,0
NaN:NaN:NaN,-0.5,0,0,0.99,0
NaN:NaN:NaN,-0.5,0,0,0.99,0
NaN:NaN:NaN,-0.5,0,0,1,0
NaN:NaN:NaN,-0.5,0,0,0.99,0
NaN:NaN:NaN,-0.5,0,0,0.99,0
NaN:NaN:NaN,-0.5,0,0,0.99,0
NaN:NaN:NaN,-0.5,0,0,0.99,0
NaN:NaN:NaN,-0.5,0,0,0.99,0
NaN:NaN:NaN,-0.5,0,0,0.99,0
NaN:NaN:NaN,33.4,0,0,0.99,0.8
NaN:NaN:NaN,108,0,0,0.99,0
NaN:NaN:NaN,107.3,0,0,0.99,0
NaN:NaN:NaN,105.8,0,0,0.99,0
NaN:NaN:NaN,104.8,0,0,0.99,0
NaN:NaN:NaN,104.2,0,0,0.99,0
NaN:NaN:NaN,103.5,0,0,0.99,0
NaN:NaN:NaN,103,0,0,0.99,0
NaN:NaN:NaN,102.6,0,0,0.99,0
NaN:NaN:NaN,102.3,0,0,0.99,0
NaN:NaN:NaN,102.2,0,0,0.99,0
NaN:NaN:NaN,102,0,0,0.99,0
NaN:NaN:NaN,101.8,0,0,0.99,0
NaN:NaN:NaN,101.6,0,0,0.99,0
NaN:NaN:NaN,101.4,0,0,0.99,0
NaN:NaN:NaN,101.3,0,0,0.99,0
NaN:NaN:NaN,101.1,0,0,0.99,0
NaN:NaN:NaN,101.1,0,0,0.99,0
NaN:NaN:NaN,101.5,0,0,0.99,0
NaN:NaN:NaN,101.5,0,0,0.99,0
NaN:NaN:NaN,101.4,0,0,0.99,0
NaN:NaN:NaN,101.3,0,0,0.99,0
NaN:NaN:NaN,101.2,0,0,0.99,0
NaN:NaN:NaN,101.1,0,0,0.99,0
NaN:NaN:NaN,101,0,0,0.99,0
NaN:NaN:NaN,100.9,0,0,1,0
NaN:NaN:NaN,100.8,0,0,1,0
NaN:NaN:NaN,100.6,0,0,0.99,0
NaN:NaN:NaN,100.5,0,0,0.99,0
NaN:NaN:NaN,100.3,0,0,0.99,0
NaN:NaN:NaN,100,0,0,0.99,0
NaN:NaN:NaN,99.6,0,0,0.99,0
NaN:NaN:NaN,99.2,0,0,0.99,0
NaN:NaN:NaN,99.1,0,0,0.99,0
NaN:NaN:NaN,99,0,0,0.99,0
NaN:NaN:NaN,98.9,0,0,0.99,0
NaN:NaN:NaN,98.8,0,0,0.99,0
NaN:NaN:NaN,98.8,0,0,0.99,0
NaN:NaN:NaN,98.6,0,0,0.99,0
NaN:NaN:NaN,98.6,0,0,0.99,0
NaN:NaN:NaN,98.5,0,0,0.99,0
NaN:NaN:NaN,98.4,0,0,0.99,0
NaN:NaN:NaN,98.4,0,0,0.99,0
NaN:NaN:NaN,98.3,0,0,0.99,0
NaN:NaN:NaN,98.2,0,0,0.99,0
NaN:NaN:NaN,99.6,0,0,0.99,0
NaN:NaN:NaN,100.1,0,0,0.99,0
NaN:NaN:NaN,100,0,0,0.99,0
NaN:NaN:NaN,100,0,0,0.99,0
NaN:NaN:NaN,99.9,0,0,0.99,0
NaN:NaN:NaN,99.8,0,0,0.99,0
NaN:NaN:NaN,104.8,0,0,0.99,0
NaN:NaN:NaN,177.7,0,0,0.99,0
NaN:NaN:NaN,207.7,0,0,0.99,0
NaN:NaN:NaN,207.9,0,0,0.99,0
NaN:NaN:NaN,207.4,0,0,0.99,0
NaN:NaN:NaN,206.9,0,0,0.99,0
NaN:NaN:NaN,206.5,0,0,0.99,0
NaN:NaN:NaN,206.2,0,0,0.99,0
NaN:NaN:NaN,206,0,0,0.99,0
NaN:NaN:NaN,205.6,0,0,0.99,0
NaN:NaN:NaN,205.5,0,0,0.99,0
NaN:NaN:NaN,205.2,0,0,0.99,0
NaN:NaN:NaN,205,0,0,0.99,0
NaN:NaN:NaN,204.8,0,0,0.99,0
NaN:NaN:NaN,204.6,0,0,0.99,0
NaN:NaN:NaN,204.3,0,0,0.99,0
NaN:NaN:NaN,204.2,0,0,0.99,0
NaN:NaN:NaN,204,0,0,0.99,0
NaN:NaN:NaN,203.9,0,0,0.99,0
NaN:NaN:NaN,203.7,0,0,0.99,0
NaN:NaN:NaN,203.5,0,0,0.99,0
NaN:NaN:NaN,203.4,0,0,0.99,0
NaN:NaN:NaN,203.3,0,0,0.99,0
NaN:NaN:NaN,203.1,0,0,0.99,0
NaN:NaN:NaN,203,0,0,1,0
NaN:NaN:NaN,202.8,0,0,1,0
NaN:NaN:NaN,202.7,0,0,0.99,0
NaN:NaN:NaN,202.6,0,0,0.99,0
NaN:NaN:NaN,202.5,0,0,0.99,0
NaN:NaN:NaN,202.3,0,0,0.99,0
NaN:NaN:NaN,202.1,0,0,0.99,0
NaN:NaN:NaN,202,0,0,0.99,0
NaN:NaN:NaN,201.8,0,0,0.99,0
NaN:NaN:NaN,201.7,0,0,0.99,0
NaN:NaN:NaN,201.6,0,0,0.99,0
NaN:NaN:NaN,201.5,0,0,0.99,0
NaN:NaN:NaN,201.4,0,0,0.99,0
NaN:NaN:NaN,201.3,0,0,0.99,0
NaN:NaN:NaN,201.2,0,0,0.99,0
NaN:NaN:NaN,201.1,0,0,0.99,0
NaN:NaN:NaN,201,0,0,0.99,0
NaN:NaN:NaN,200.8,0,0,0.99,0
NaN:NaN:NaN,200.8,0,0,0.99,0
NaN:NaN:NaN,200.6,0,0,1,0
NaN:NaN:NaN,200.5,0,0,1,0
NaN:NaN:NaN,200.4,0,0,0.99,0
NaN:NaN:NaN,200.3,0,0,0.99,0
NaN:NaN:NaN,200.1,0,0,0.99,0
NaN:NaN:NaN,200,0,0,0.99,0
NaN:NaN:NaN,200,0,0,0.99,0
NaN:NaN:NaN,199.8,0,0,1,0
NaN:NaN:NaN,199.7,0,0,1,0
NaN:NaN:NaN,199.6,0,0,0.99,0
NaN:NaN:NaN,199.5,0,0,0.99,0
NaN:NaN:NaN,199.4,0,0,0.99,0
NaN:NaN:NaN,199.3,0,0,0.99,0
NaN:NaN:NaN,199.2,0,0,0.99,0
NaN:NaN:NaN,199.1,0,0,0.99,0
NaN:NaN:NaN,199,0,0,0.99,0
NaN:NaN:NaN,198.9,0,0,1,0
NaN:NaN:NaN,198.8,0,0,0.99,0
NaN:NaN:NaN,198.7,0,0,0.99,0
NaN:NaN:NaN,198.6,0,0,0.99,0
NaN:NaN:NaN,198.6,0,0,0.99,0
NaN:NaN:NaN,198.4,0,0,0.99,0
NaN:NaN:NaN,198.3,0,0,0.99,0
NaN:NaN:NaN,198.3,0,0,0.99,0
NaN:NaN:NaN,198.2,0,0,0.99,0
NaN:NaN:NaN,198.1,0,0,0.99,0
NaN:NaN:NaN,197.9,0,0,0.99,0
NaN:NaN:NaN,197.8,0,0,0.99,0
NaN:NaN:NaN,197.7,0,0,0.99,0
NaN:NaN:NaN,197.6,0,0,0.99,0
NaN:NaN:NaN,197.6,0,0,0.99,0
NaN:NaN:NaN,197.5,0,0,0.99,0
NaN:NaN:NaN,197.4,0,0,0.99,0
NaN:NaN:NaN,197.4,0,0,0.99,0
NaN:NaN:NaN,197.3,0,0,0.99,0
NaN:NaN:NaN,197.2,0,0,0.99,0
NaN:NaN:NaN,197.1,0,0,0.99,0
NaN:NaN:NaN,197,0,0,1,0
NaN:NaN:NaN,196.9,0,0,1,0
NaN:NaN:NaN,196.8,0,0,0.99,0
NaN:NaN:NaN,196.8,0,0,0.99,0
NaN:NaN:NaN,196.7,0,0,0.99,0
NaN:NaN:NaN,196.6,0,0,1,0
NaN:NaN:NaN,196.5,0,0,0.99,0
NaN:NaN:NaN,196.5,0,0,0.99,0
NaN:NaN:NaN,196.4,0,0,0.99,0
NaN:NaN:NaN,196.3,0,0,0.99,0
NaN:NaN:NaN,196.2,0,0,0.99,0
NaN:NaN:NaN,196.1,0,0,0.99,0
NaN:NaN:NaN,196.1,0,0,0.99,0
NaN:NaN:NaN,196,0,0,0.99,0
NaN:NaN:NaN,195.9,0,0,0.99,0
NaN:NaN:NaN,195.8,0,0,0.99,0
NaN:NaN:NaN,195.7,0,0,0.99,0
NaN:NaN:NaN,195.7,0,0,0.99,0
NaN:NaN:NaN,195.6,0,0,1,0
NaN:NaN:NaN,195.6,0,0,1,0
NaN:NaN:NaN,195.5,0,0,0.99,0
NaN:NaN:NaN,195.4,0,0,0.99,0
NaN:NaN:NaN,195.3,0,0,0.99,0
NaN:NaN:NaN,195.3,0,0,0.99,0
NaN:NaN:NaN,195.1,0,0,0.99,0
NaN:NaN:NaN,195.1,0,0,0.99,0
NaN:NaN:NaN,195,0,0,0.99,0
NaN:NaN:NaN,194.9,0,0,0.99,0
NaN:NaN:NaN,194.8,0,0,0.99,0
NaN:NaN:NaN,194.8,0,0,0.99,0
NaN:NaN:NaN,194.7,0,0,0.99,0
NaN:NaN:NaN,194.6,0,0,0.99,0
NaN:NaN:NaN,194.5,0,0,0.99,0
NaN:NaN:NaN,194.5,0,0,0.99,0
NaN:NaN:NaN,194.4,0,0,0.99,0
NaN:NaN:NaN,194.3,0,0,0.99,0
NaN:NaN:NaN,194.3,0,0,0.99,0
NaN:NaN:NaN,194.2,0,0,0.99,0
NaN:NaN:NaN,194.1,0,0,0.99,0
NaN:NaN:NaN,194.1,0,0,0.99,0
NaN:NaN:NaN,194,0,0,0.99,0
NaN:NaN:NaN,194,0,0,0.99,0
NaN:NaN:NaN,193.9,0,0,0.99,0
NaN:NaN:NaN,193.8,0,0,0.99,0
NaN:NaN:NaN,193.8,0,0,0.99,0
NaN:NaN:NaN,193.7,0,0,0.99,0
NaN:NaN:NaN,193.6,0,0,0.99,0
NaN:NaN:NaN,193.5,0,0,0.99,0
NaN:NaN:NaN,193.5,0,0,0.99,0
NaN:NaN:NaN,193.4,0,0,0.99,0
NaN:NaN:NaN,193.2,0,0,0.99,0
NaN:NaN:NaN,188.8,0,0,0.99,0
NaN:NaN:NaN,51.8,0,0,1,0
NaN:NaN:NaN,-7.4,0,0,1,0
NaN:NaN:NaN,-7.6,0,0,0.99,0
NaN:NaN:NaN,-7.6,0,0,0.99,0
NaN:NaN:NaN,-7.6,0,0,0.99,0
NaN:NaN:NaN,-7.5,0,0,0.99,0
NaN:NaN:NaN,-7.5,0,0,0.99,0
NaN:NaN:NaN,-7.5,0,0,0.99,0
NaN:NaN:NaN,-7.5,0,0,0.99,0
NaN:NaN:NaN,-7.5,0,0,0.99,0
NaN:NaN:NaN,-7.5,0,0,0.99,0
NaN:NaN:NaN,-7.5,0,0,0.99,0
NaN:NaN:NaN,-7.5,0,0,0.99,0
NaN:NaN:NaN,-7.5,0,0,0.99,0
NaN:NaN:NaN,-7.5,0,0,0.99,0
NaN:NaN:NaN,-7.5,0,0,0.99,0
NaN:NaN:NaN,-7.5,0,0,0.99,0
NaN:NaN:NaN,-7.2,0,0,0.99,0
NaN:NaN:NaN,-5.5,0,0,0.99,0
NaN:NaN:NaN,-4.5,0,0,0.99,0
NaN:NaN:NaN,-3.5,0,0,0.99,0
NaN:NaN:NaN,-3.6,0,0,0.99,0
NaN:NaN:NaN,-3.6,0,0,0.99,0
NaN:NaN:NaN,-3.4,0,0,0.99,0
NaN:NaN:NaN,-3.3,0,0,1,0
NaN:NaN:NaN,-3.3,0,0,1,0
NaN:NaN:NaN,-3.3,0,0,1,0
NaN:NaN:NaN,-3.3,0,0,0.99,0
NaN:NaN:NaN,-3.3,0,0,0.99,0
NaN:NaN:NaN,-3.3,0,0,0.99,0
NaN:NaN:NaN,-3.3,0,0,0.99,0
NaN:NaN:NaN,-3.3,0,0,0.99,0
NaN:NaN:NaN,-3.2,0,0,0.99,0
NaN:NaN:NaN,-3.2,0,0,0.99,0
NaN:NaN:NaN,-3.2,0,0,0.99,0
NaN:NaN:NaN,-3.2,0,0,0.99,0
NaN:NaN:NaN,-3.2,0,0,0.99,0
NaN:NaN:NaN,-3.2,0,0,0.99,0
NaN:NaN:NaN,-3.2,0,0,0.99,0
NaN:NaN:NaN,-3.2,0,0,0.99,0
NaN:NaN:NaN,-3.2,0,0,0.99,0
NaN:NaN:NaN,-3.2,0,0,0.99,0
NaN:NaN:NaN,-3.2,0,0,0.99,0
NaN:NaN:NaN,-3.2,0,0,0.99,0
NaN:NaN:NaN,-3.2,0,0,1,0
NaN:NaN:NaN,-3.2,0,0,0.99,0
NaN:NaN:NaN,-3.2,0,0,0.99,0
NaN:NaN:NaN,-3.2,0,0,0.99,0
NaN:NaN:NaN,-3.2,0,0,0.99,0
NaN:NaN:NaN,-3.2,0,0,1,0
NaN:NaN:NaN,-3.2,0,0,0.99,0
NaN:NaN:NaN,-3.2,0,0,0.99,0
NaN:NaN:NaN,-3.2,0,0,0.99,0
NaN:NaN:NaN,-3.2,0,0,0.99,0
NaN:NaN:NaN,-3.2,0,0,0.99,0
NaN:NaN:NaN,-3.2,0,0,0.99,0
NaN:NaN:NaN,-3.2,0,0,0.99,0
NaN:NaN:NaN,-3.2,0,0,0.99,0
NaN:NaN:NaN,-3.2,0,0,0.99,0
NaN:NaN:NaN,-3.2,0,0,0.99,0
NaN:NaN:NaN,-3.2,0,0,0.99,0
NaN:NaN:NaN,-3.2,0,0,0.99,0
NaN:NaN:NaN,-3.2,0,0,1,0
NaN:NaN:NaN,-3.2,0,0,0.99,0
NaN:NaN:NaN,-2.7,0,0,0.99,0.3
NaN:NaN:NaN,-1.8,0,0,0.99,3.8
NaN:NaN:NaN,-1.1,0,0,0.99,3.8
NaN:NaN:NaN,-0.1,0,0,0.99,3.8
NaN:NaN:NaN,1,0,0,0.99,3.8
NaN:NaN:NaN,2,0,0,0.99,3.8
NaN:NaN:NaN,2.5,0,0,0.99,3.7
NaN:NaN:NaN,2.9,0,0,0.99,3.7
NaN:NaN:NaN,3.6,0,0,0.99,3.5
NaN:NaN:NaN,4.2,0,0,0.99,3.7
NaN:NaN:NaN,4.8,0,0,0.99,3.7
NaN:NaN:NaN,5.3,0,0,0.99,3.5
NaN:NaN:NaN,5.7,0,0,0.99,3.5
NaN:NaN:NaN,5.7,0,0,0.99,3.7
NaN:NaN:NaN,5.9,0,0,0.99,3.5
NaN:NaN:NaN,6.2,0,0,0.99,3.7
NaN:NaN:NaN,6.3,0,0,0.99,3.5
NaN:NaN:NaN,6.5,0,0,0.99,3.7
NaN:NaN:NaN,6.7,0,0,0.99,3.5
NaN:NaN:NaN,6.7,0,0,1,3.7
NaN:NaN:NaN,6.8,0,0,0.99,3.5
NaN:NaN:NaN,6.8,0,0,0.99,3.5
NaN:NaN:NaN,6.8,0,0,0.99,3.7
NaN:NaN:NaN,6.9,0,0,0.99,3.5
NaN:NaN:NaN,6.8,0,0,0.99,3.7
NaN:NaN:NaN,6.8,0,0,0.99,3.5
NaN:NaN:NaN,6.9,0,0,0.99,3.7
NaN:NaN:NaN,7,0,0,0.99,3.5
NaN:NaN:NaN,7.1,0,0,0.99,3.7
NaN:NaN:NaN,7.2,0,0,1,3.5
NaN:NaN:NaN,7.3,0,0,1,3.7
NaN:NaN:NaN,7.4,0,0,1,3.5
NaN:NaN:NaN,7.5,0,0,0.99,3.5
NaN:NaN:NaN,7.4,0,0,0.99,3.7
NaN:NaN:NaN,7.5,0,0,0.99,3.5
NaN:NaN:NaN,7.6,0,0,0.99,3.7
NaN:NaN:NaN,7.7,0,0,0.99,3.5
NaN:NaN:NaN,7.8,0,0,0.99,3.5
NaN:NaN:NaN,7.8,0,0,0.99,3.5
NaN:NaN:NaN,7.9,0,0,0.99,3.7
NaN:NaN:NaN,7.9,0,0,0.99,3.5
NaN:NaN:NaN,7.9,0,0,0.99,3.5
NaN:NaN:NaN,7.9,0,0,0.99,3.7
NaN:NaN:NaN,8,0,0,0.99,3.5
NaN:NaN:NaN,8,0,0,0.99,3.5
NaN:NaN:NaN,8,0,0,0.99,3.5
NaN:NaN:NaN,8.1,0,0,0.99,3.7
NaN:NaN:NaN,8,0,0,0.99,3.5
NaN:NaN:NaN,7.9,0,0,0.99,3.5
NaN:NaN:NaN,7.8,0,0,0.99,3.7
NaN:NaN:NaN,7.7,0,0,0.99,3.5
NaN:NaN:NaN,7.8,0,0,0.99,3.5
NaN:NaN:NaN,7.6,0,0,0.99,3.7
NaN:NaN:NaN,7.5,0,0,0.99,3.5
NaN:NaN:NaN,7.6,0,0,0.99,3.5
NaN:NaN:NaN,7.5,0,0,0.99,3.7
NaN:NaN:NaN,7.5,0,0,0.99,3.5
NaN:NaN:NaN,7.3,0,0,0.99,3.7
NaN:NaN:NaN,7.4,0,0,0.99,3.5
NaN:NaN:NaN,7.3,0,0,0.99,3.7
NaN:NaN:NaN,7.3,0,0,0.99,3.7
NaN:NaN:NaN,7.2,0,0,0.99,3.8
NaN:NaN:NaN,7.3,0,0,0.99,3.9
NaN:NaN:NaN,7.3,0,0,0.99,4.1
NaN:NaN:NaN,7.3,0,0,1,4.2
NaN:NaN:NaN,7.4,0,0,1,4.2
NaN:NaN:NaN,7.4,0,0,0.99,4.2
NaN:NaN:NaN,7.6,0,0,0.99,4.4
NaN:NaN:NaN,7.4,0,0,0.99,4.2
NaN:NaN:NaN,7.4,0,0,0.99,4.4
NaN:NaN:NaN,7.4,0,0,0.99,4.4
NaN:NaN:NaN,7.5,0,0,0.99,4.5
NaN:NaN:NaN,7.5,0,0,0.99,4.5
NaN:NaN:NaN,7.3,0,0,0.99,4.5
NaN:NaN:NaN,7.4,0,0,0.99,4.7
NaN:NaN:NaN,7.6,0,0,0.99,4.7
NaN:NaN:NaN,7.6,0,0,0.99,4.8
NaN:NaN:NaN,7.4,0,0,0.99,4.8
NaN:NaN:NaN,7.6,0,0,0.99,4.8
NaN:NaN:NaN,7.6,0,0,0.99,4.8
NaN:NaN:NaN,7.2,0,0,0.99,4.8
NaN:NaN:NaN,7.7,0,0,0.99,4.9
NaN:NaN:NaN,7.2,0,0,0.99,4.9
NaN:NaN:NaN,7.5,0,0,0.99,4.9
NaN:NaN:NaN,7.5,0,0,0.99,4.9
